index,s1,r,s2,label
"3","Louis Gerstner Jr.","called","company 's divestiture program","0"
"3","Louis Gerstner Jr.","called","divestiture","0"
"3","Louis Gerstner Jr.","in","company 's divestiture program","0"
"3","Louis Gerstner Jr.","in","divestiture","0"
"3","Louis Gerstner Jr.","as","divestiture","0"
"3","chairman","of","New York","0"
"3","chairman","of","sale","0"
"3","chairman","of","step","0"
"3","chairman","of","company 's divestiture program","0"
"3","chairman","of","divestiture","0"
"3","chairman","based","RJR","0"
"3","chairman","based","sale","0"
"3","chairman","based","step","0"
"3","chairman","based","company 's divestiture program","0"
"3","chairman","based","divestiture","0"
"3","chairman","called","sale","0"
"3","chairman","called","step","0"
"3","chairman","called","company 's divestiture program","0"
"3","chairman","called","divestiture","0"
"3","chairman","in","company 's divestiture program","0"
"3","chairman","in","divestiture","0"
"3","chairman","as","divestiture","0"
"3","officer","of","New York","0"
"3","officer","of","RJR","0"
"3","officer","of","sale","0"
"3","officer","of","step","0"
"3","officer","of","company 's divestiture program","0"
"3","officer","of","divestiture","0"
"3","officer","based","RJR","0"
"3","officer","based","sale","0"
"3","officer","based","step","0"
"3","officer","based","company 's divestiture program","0"
"3","officer","based","divestiture","0"
"3","officer","called","sale","0"
"3","officer","called","step","0"
"3","officer","called","company 's divestiture program","0"
"3","officer","called","divestiture","0"
"3","officer","in","company 's divestiture program","0"
"3","officer","in","divestiture","0"
"3","officer","as","divestiture","0"
"3","New York","based","RJR","0"
"3","New York","based","sale","0"
"3","New York","based","step","0"
"3","New York","based","company 's divestiture program","0"
"3","New York","based","divestiture","0"
"3","New York","called","sale","0"
"3","New York","called","step","0"
"3","New York","called","company 's divestiture program","0"
"3","New York","called","divestiture","0"
"3","New York","in","company 's divestiture program","0"
"3","New York","in","divestiture","0"
"3","New York","as","divestiture","0"
"3","RJR","called","sale","0"
"3","RJR","called","step","0"
"3","RJR","called","company 's divestiture program","0"
"3","RJR","called","divestiture","0"
"3","RJR","in","company 's divestiture program","0"
"3","RJR","in","divestiture","0"
"3","RJR","as","divestiture","0"
"3","sale","in","company 's divestiture program","0"
"3","sale","in","divestiture","0"
"3","sale","as","divestiture","0"
"3","step","in","company 's divestiture program","0"
"3","step","in","divestiture","0"
"3","step","as","divestiture","0"
"3","company 's divestiture program","as","divestiture","0"
"3","Louis Gerstner Jr",",","chairman","1"
"3","Louis Gerstner Jr",",","chief executive officer","1"
"3","chairman","of","RJR","1"
"3","chief executive officer","of","RJR","1"
"3","RJR",",","New York-based","1"
"4","KKR","bought","February","0"
"4","KKR","bought","debt","0"
"4","KKR","bought","KKR","0"
"4","KKR","bought","RJR assets","0"
"4","KKR","in","February","0"
"4","KKR","in","debt","0"
"4","KKR","in","KKR","0"
"4","KKR","in","RJR assets","0"
"4","KKR","for","debt","0"
"4","KKR","for","KKR","0"
"4","KKR","for","RJR assets","0"
"4","KKR","of","debt","0"
"4","KKR","of","KKR","0"
"4","KKR","of","RJR assets","0"
"4","KKR","agreed","RJR assets","0"
"4","KKR","sell","RJR assets","0"
"4","RJR","in","debt","0"
"4","RJR","in","KKR","0"
"4","RJR","in","RJR assets","0"
"4","RJR","for","debt","0"
"4","RJR","for","KKR","0"
"4","RJR","for","RJR assets","0"
"4","RJR","of","debt","0"
"4","RJR","of","KKR","0"
"4","RJR","of","RJR assets","0"
"4","RJR","agreed","RJR assets","0"
"4","RJR","sell","RJR assets","0"
"4","February","for","debt","0"
"4","February","for","KKR","0"
"4","February","for","RJR assets","0"
"4","February","of","debt","0"
"4","February","of","KKR","0"
"4","February","of","RJR assets","0"
"4","February","agreed","RJR assets","0"
"4","February","sell","RJR assets","0"
"4","debt","agreed","RJR assets","0"
"4","debt","sell","RJR assets","0"
"4","debt","of","RJR assets","0"
"4","KKR","agreed","RJR assets","0"
"4","KKR","sell","RJR assets","0"
"4","KKR","of","RJR assets","0"
"4","KKR","bought","RJR","1"
"4","RJR","in","February","1"
"4","RJR","for","$ 25 billion","1"
"4","$ 25 billion","of","debt","1"
"4","KKR","agreed to sell","RJR assets","1"
"4","$ 5 billion","of","RJR assets","1"
"5","RJR 's executives","have said","RJR 's executives","0"
"5","RJR 's executives","have said","brands","0"
"5","RJR 's executives","have said","leaders","0"
"5","RJR 's executives","have said","RJR 's executives markets","0"
"5","RJR 's executives","dispense with","brands","0"
"5","RJR 's executives","dispense with","leaders","0"
"5","RJR 's executives","dispense with","RJR 's executives markets","0"
"5","RJR 's executives","in","leaders","0"
"5","RJR 's executives","in","RJR 's executives markets","0"
"5","RJR 's executives","are","leaders","0"
"5","RJR 's executives","are","RJR 's executives markets","0"
"5","RJR 's executives","dispense with","brands","0"
"5","RJR 's executives","dispense with","leaders","0"
"5","RJR 's executives","dispense with","RJR 's executives markets","0"
"5","RJR 's executives","in","leaders","0"
"5","RJR 's executives","in","RJR 's executives markets","0"
"5","RJR 's executives","are","leaders","0"
"5","RJR 's executives","are","RJR 's executives markets","0"
"5","brands","in","leaders","0"
"5","brands","in","RJR 's executives markets","0"
"5","brands","are","leaders","0"
"5","brands","are","RJR 's executives markets","0"
"5","leaders","in","RJR 's executives markets","0"
"5","RJR","'s","executives","1"
"5","executives","dispense","certain brands","1"
"6","Baby Ruth","are","15 chocolate bars","0"
"6","Baby Ruth","are","RJR 's","0"
"6","Baby Ruth","are","share","0"
"6","Baby Ruth","are","5.1 billion market","0"
"6","Baby Ruth","are","5 %","0"
"6","Baby Ruth","among","15 chocolate bars","0"
"6","Baby Ruth","among","RJR 's","0"
"6","Baby Ruth","among","share","0"
"6","Baby Ruth","among","5.1 billion market","0"
"6","Baby Ruth","among","5 %","0"
"6","Baby Ruth","selling","15 chocolate bars","0"
"6","Baby Ruth","selling","RJR 's","0"
"6","Baby Ruth","selling","share","0"
"6","Baby Ruth","selling","5.1 billion market","0"
"6","Baby Ruth","selling","5 %","0"
"6","Baby Ruth","in","RJR 's","0"
"6","Baby Ruth","in","share","0"
"6","Baby Ruth","in","5.1 billion market","0"
"6","Baby Ruth","in","5 %","0"
"6","Baby Ruth","of","5.1 billion market","0"
"6","Baby Ruth","of","5 %","0"
"6","Baby Ruth","than","5 %","0"
"6","Butterfinger","are","15 chocolate bars","0"
"6","Butterfinger","are","RJR 's","0"
"6","Butterfinger","are","share","0"
"6","Butterfinger","are","5.1 billion market","0"
"6","Butterfinger","are","5 %","0"
"6","Butterfinger","among","15 chocolate bars","0"
"6","Butterfinger","among","RJR 's","0"
"6","Butterfinger","among","share","0"
"6","Butterfinger","among","5.1 billion market","0"
"6","Butterfinger","among","5 %","0"
"6","Butterfinger","selling","15 chocolate bars","0"
"6","Butterfinger","selling","RJR 's","0"
"6","Butterfinger","selling","share","0"
"6","Butterfinger","selling","5.1 billion market","0"
"6","Butterfinger","selling","5 %","0"
"6","Butterfinger","in","RJR 's","0"
"6","Butterfinger","in","share","0"
"6","Butterfinger","in","5.1 billion market","0"
"6","Butterfinger","in","5 %","0"
"6","Butterfinger","of","5.1 billion market","0"
"6","Butterfinger","of","5 %","0"
"6","Butterfinger","than","5 %","0"
"6","15 chocolate bars","in","RJR 's","0"
"6","15 chocolate bars","in","share","0"
"6","15 chocolate bars","in","5.1 billion market","0"
"6","15 chocolate bars","in","5 %","0"
"6","15 chocolate bars","of","5.1 billion market","0"
"6","15 chocolate bars","of","5 %","0"
"6","15 chocolate bars","than","5 %","0"
"6","RJR 's","of","5.1 billion market","0"
"6","RJR 's","of","5 %","0"
"6","RJR 's","than","5 %","0"
"6","share","of","5.1 billion market","0"
"6","share","of","5 %","0"
"6","share","than","5 %","0"
"6","5.1 billion market","than","5 %","0"
"6","Butterfinger","are","chocolate bars","1"
"6","top-selling 15","in","U.S","1"
"6","RJR","'s","overall share","1"
"6","overall share","of","$ 5.1 billion market","1"
"6","overall share","less than","5 %","1"
"7","Nestle 's share","of","7 %","0"
"7","Nestle 's share","of","Friday 's purchases","0"
"7","Nestle 's share","of","shares","0"
"7","Nestle 's share","of","market leaders Hershey Foods Corp.","0"
"7","Nestle 's share","of","Mars Inc.","0"
"7","Nestle 's share","of","40 %","0"
"7","Nestle 's share","of","36 %","0"
"7","Nestle 's share","of","market","0"
"7","Nestle 's share","before","Friday 's purchases","0"
"7","Nestle 's share","before","shares","0"
"7","Nestle 's share","before","market leaders Hershey Foods Corp.","0"
"7","Nestle 's share","before","Mars Inc.","0"
"7","Nestle 's share","before","40 %","0"
"7","Nestle 's share","before","36 %","0"
"7","Nestle 's share","before","market","0"
"7","Nestle 's share","below","shares","0"
"7","Nestle 's share","below","market leaders Hershey Foods Corp.","0"
"7","Nestle 's share","below","Mars Inc.","0"
"7","Nestle 's share","below","40 %","0"
"7","Nestle 's share","below","36 %","0"
"7","Nestle 's share","below","market","0"
"7","Nestle 's share","have about","40 %","0"
"7","Nestle 's share","have about","36 %","0"
"7","Nestle 's share","have about","market","0"
"7","7 %","before","Friday 's purchases","0"
"7","7 %","before","shares","0"
"7","7 %","before","market leaders Hershey Foods Corp.","0"
"7","7 %","before","Mars Inc.","0"
"7","7 %","before","40 %","0"
"7","7 %","before","36 %","0"
"7","7 %","before","market","0"
"7","7 %","below","shares","0"
"7","7 %","below","market leaders Hershey Foods Corp.","0"
"7","7 %","below","Mars Inc.","0"
"7","7 %","below","40 %","0"
"7","7 %","below","36 %","0"
"7","7 %","below","market","0"
"7","7 %","of","market leaders Hershey Foods Corp.","0"
"7","7 %","of","Mars Inc.","0"
"7","7 %","of","40 %","0"
"7","7 %","of","36 %","0"
"7","7 %","of","market","0"
"7","7 %","have about","40 %","0"
"7","7 %","have about","36 %","0"
"7","7 %","have about","market","0"
"7","Friday 's purchases","below","shares","0"
"7","Friday 's purchases","below","market leaders Hershey Foods Corp.","0"
"7","Friday 's purchases","below","Mars Inc.","0"
"7","Friday 's purchases","below","40 %","0"
"7","Friday 's purchases","below","36 %","0"
"7","Friday 's purchases","below","market","0"
"7","Friday 's purchases","of","market leaders Hershey Foods Corp.","0"
"7","Friday 's purchases","of","Mars Inc.","0"
"7","Friday 's purchases","of","40 %","0"
"7","Friday 's purchases","of","36 %","0"
"7","Friday 's purchases","of","market","0"
"7","Friday 's purchases","have about","40 %","0"
"7","Friday 's purchases","have about","36 %","0"
"7","Friday 's purchases","have about","market","0"
"7","shares","of","market leaders Hershey Foods Corp.","0"
"7","shares","of","Mars Inc.","0"
"7","shares","of","40 %","0"
"7","shares","of","36 %","0"
"7","shares","of","market","0"
"7","shares","have about","40 %","0"
"7","shares","have about","36 %","0"
"7","shares","have about","market","0"
"7","market leaders Hershey Foods Corp.","have about","40 %","0"
"7","market leaders Hershey Foods Corp.","have about","36 %","0"
"7","market leaders Hershey Foods Corp.","have about","market","0"
"7","market leaders Hershey Foods Corp.","of","market","0"
"7","Mars Inc.","have about","40 %","0"
"7","Mars Inc.","have about","36 %","0"
"7","Mars Inc.","have about","market","0"
"7","Mars Inc.","of","market","0"
"7","Nestle","'s","share","1"
"7","share","of","7 %","1"
"7","7 %","far below","shares","1"
"7","shares","of","market leaders","1"
"7","market leaders",",","Hershey Foods Corp","1"
"7","market leaders",",","Mars Inc","1"
"7","Hershey Foods Corp","have about","40 %","1"
"7","40 %","of","market","1"
"7","Mars Inc","have about","36 %","1"
"7","36 %","of","market","1"
"8","Nestle","in","candybar business","0"
"8","Nestle","in","way","0"
"8","Nestle","in","Lisbeth Echeandia","0"
"8","Nestle","in","publisher","0"
"8","Nestle","in","Orlando","0"
"8","Nestle","in","Confectioner Magazine","0"
"8","Nestle","said","Lisbeth Echeandia","0"
"8","Nestle","said","publisher","0"
"8","Nestle","said","Orlando","0"
"8","Nestle","said","Confectioner Magazine","0"
"8","Nestle","of","Orlando","0"
"8","Nestle","of","Confectioner Magazine","0"
"8","candybar business","in","way","0"
"8","candybar business","in","Lisbeth Echeandia","0"
"8","candybar business","in","publisher","0"
"8","candybar business","in","Orlando","0"
"8","candybar business","in","Confectioner Magazine","0"
"8","candybar business","said","Lisbeth Echeandia","0"
"8","candybar business","said","publisher","0"
"8","candybar business","said","Orlando","0"
"8","candybar business","said","Confectioner Magazine","0"
"8","candybar business","of","Orlando","0"
"8","candybar business","of","Confectioner Magazine","0"
"8","way","said","Lisbeth Echeandia","0"
"8","way","said","publisher","0"
"8","way","said","Orlando","0"
"8","way","said","Confectioner Magazine","0"
"8","way","of","Orlando","0"
"8","way","of","Confectioner Magazine","0"
"8","Lisbeth Echeandia","of","Orlando","0"
"8","Lisbeth Echeandia","of","Confectioner Magazine","0"
"8","publisher","of","Orlando","0"
"8","Lisbeth Echeandia",",","publisher","1"
"8","publisher","of","Confectioner Magazine","1"
"8","Confectioner Magazine",",","Fla.-based","1"
"8","Confectioner Magazine",",","Orlando","1"
"9","Arthur Klein","of","Young","0"
"9","Arthur Klein","of","amp","0"
"9","Arthur Klein","of","Rubicam 's New York office","0"
"9","Arthur Klein","of","wake","0"
"9","Arthur Klein","of","charges","0"
"9","Arthur Klein","of","jury","0"
"9","Arthur Klein","of","New Haven","0"
"9","Arthur Klein","stepped","wake","0"
"9","Arthur Klein","stepped","charges","0"
"9","Arthur Klein","stepped","jury","0"
"9","Arthur Klein","stepped","New Haven","0"
"9","Arthur Klein","in","wake","0"
"9","Arthur Klein","in","charges","0"
"9","Arthur Klein","in","jury","0"
"9","Arthur Klein","in","New Haven","0"
"9","Arthur Klein","by","jury","0"
"9","Arthur Klein","by","New Haven","0"
"9","president","of","Young","0"
"9","president","of","amp","0"
"9","president","of","Rubicam 's New York office","0"
"9","president","of","wake","0"
"9","president","of","charges","0"
"9","president","of","jury","0"
"9","president","of","New Haven","0"
"9","president","stepped","wake","0"
"9","president","stepped","charges","0"
"9","president","stepped","jury","0"
"9","president","stepped","New Haven","0"
"9","president","in","wake","0"
"9","president","in","charges","0"
"9","president","in","jury","0"
"9","president","in","New Haven","0"
"9","president","by","jury","0"
"9","president","by","New Haven","0"
"9","Young","stepped","wake","0"
"9","Young","stepped","charges","0"
"9","Young","stepped","jury","0"
"9","Young","stepped","New Haven","0"
"9","Young","stepped","agency","0"
"9","Young","stepped","executive","0"
"9","Young","in","wake","0"
"9","Young","in","charges","0"
"9","Young","in","jury","0"
"9","Young","in","New Haven","0"
"9","Young","in","agency","0"
"9","Young","in","executive","0"
"9","Young","of","charges","0"
"9","Young","of","jury","0"
"9","Young","of","New Haven","0"
"9","Young","of","agency","0"
"9","Young","of","executive","0"
"9","Young","by","jury","0"
"9","Young","by","New Haven","0"
"9","Young","by","agency","0"
"9","Young","by","executive","0"
"9","Young","that","agency","0"
"9","Young","that","executive","0"
"9","amp","stepped","wake","0"
"9","amp","stepped","charges","0"
"9","amp","stepped","jury","0"
"9","amp","stepped","New Haven","0"
"9","amp","stepped","agency","0"
"9","amp","stepped","executive","0"
"9","amp","in","wake","0"
"9","amp","in","charges","0"
"9","amp","in","jury","0"
"9","amp","in","New Haven","0"
"9","amp","in","agency","0"
"9","amp","in","executive","0"
"9","amp","of","charges","0"
"9","amp","of","jury","0"
"9","amp","of","New Haven","0"
"9","amp","of","agency","0"
"9","amp","of","executive","0"
"9","amp","by","jury","0"
"9","amp","by","New Haven","0"
"9","amp","by","agency","0"
"9","amp","by","executive","0"
"9","amp","that","agency","0"
"9","amp","that","executive","0"
"9","Rubicam 's New York office","stepped","wake","0"
"9","Rubicam 's New York office","stepped","charges","0"
"9","Rubicam 's New York office","stepped","jury","0"
"9","Rubicam 's New York office","stepped","New Haven","0"
"9","Rubicam 's New York office","stepped","agency","0"
"9","Rubicam 's New York office","stepped","executive","0"
"9","Rubicam 's New York office","stepped","tourist officials","0"
"9","Rubicam 's New York office","in","wake","0"
"9","Rubicam 's New York office","in","charges","0"
"9","Rubicam 's New York office","in","jury","0"
"9","Rubicam 's New York office","in","New Haven","0"
"9","Rubicam 's New York office","in","agency","0"
"9","Rubicam 's New York office","in","executive","0"
"9","Rubicam 's New York office","in","tourist officials","0"
"9","Rubicam 's New York office","of","charges","0"
"9","Rubicam 's New York office","of","jury","0"
"9","Rubicam 's New York office","of","New Haven","0"
"9","Rubicam 's New York office","of","agency","0"
"9","Rubicam 's New York office","of","executive","0"
"9","Rubicam 's New York office","of","tourist officials","0"
"9","Rubicam 's New York office","by","jury","0"
"9","Rubicam 's New York office","by","New Haven","0"
"9","Rubicam 's New York office","by","agency","0"
"9","Rubicam 's New York office","by","executive","0"
"9","Rubicam 's New York office","by","tourist officials","0"
"9","Rubicam 's New York office","that","agency","0"
"9","Rubicam 's New York office","that","executive","0"
"9","Rubicam 's New York office","that","tourist officials","0"
"9","Rubicam 's New York office","bribed","tourist officials","0"
"9","wake","of","charges","0"
"9","wake","of","jury","0"
"9","wake","of","New Haven","0"
"9","wake","of","agency","0"
"9","wake","of","executive","0"
"9","wake","of","tourist officials","0"
"9","wake","of","account","0"
"9","wake","by","jury","0"
"9","wake","by","New Haven","0"
"9","wake","by","agency","0"
"9","wake","by","executive","0"
"9","wake","by","tourist officials","0"
"9","wake","by","account","0"
"9","wake","in","New Haven","0"
"9","wake","in","agency","0"
"9","wake","in","executive","0"
"9","wake","in","tourist officials","0"
"9","wake","in","account","0"
"9","wake","that","agency","0"
"9","wake","that","executive","0"
"9","wake","that","tourist officials","0"
"9","wake","that","account","0"
"9","wake","bribed","tourist officials","0"
"9","wake","bribed","account","0"
"9","wake","win","account","0"
"9","charges","by","jury","0"
"9","charges","by","New Haven","0"
"9","charges","by","agency","0"
"9","charges","by","executive","0"
"9","charges","by","tourist officials","0"
"9","charges","by","account","0"
"9","charges","in","New Haven","0"
"9","charges","in","agency","0"
"9","charges","in","executive","0"
"9","charges","in","tourist officials","0"
"9","charges","in","account","0"
"9","charges","that","agency","0"
"9","charges","that","executive","0"
"9","charges","that","tourist officials","0"
"9","charges","that","account","0"
"9","charges","bribed","tourist officials","0"
"9","charges","bribed","account","0"
"9","charges","win","account","0"
"9","jury","in","New Haven","0"
"9","jury","in","agency","0"
"9","jury","in","executive","0"
"9","jury","in","tourist officials","0"
"9","jury","in","account","0"
"9","jury","that","agency","0"
"9","jury","that","executive","0"
"9","jury","that","tourist officials","0"
"9","jury","that","account","0"
"9","jury","bribed","tourist officials","0"
"9","jury","bribed","account","0"
"9","jury","win","account","0"
"9","New Haven","that","agency","0"
"9","New Haven","that","executive","0"
"9","New Haven","that","tourist officials","0"
"9","New Haven","that","account","0"
"9","New Haven","bribed","tourist officials","0"
"9","New Haven","bribed","account","0"
"9","New Haven","win","account","0"
"9","agency","bribed","tourist officials","0"
"9","agency","bribed","account","0"
"9","agency","win","account","0"
"9","executive","bribed","tourist officials","0"
"9","executive","bribed","account","0"
"9","executive","win","account","0"
"9","tourist officials","win","account","0"
"9","Arthur Klein",",","president","1"
"9","president","of","Young & amp ; Rubicam","1"
"9","Young & amp ; Rubicam","'s","New York office","1"
"9","Arthur Klein","temporarily","stepped down","1"
"9","stepped down","wake of","charges","1"
"9","charges","by","federal grand jury","1"
"9","federal grand jury","in","New Haven","1"
"9","charges","he","bribed","1"
"9","bribed","win","account","1"
"10","memo","said","Mr. Klein","0"
"10","memo","said","Mr. Klein","0"
"10","memo","said","reaction","0"
"10","memo","said","clients","0"
"10","memo","said","others","0"
"10","memo","said","Mr. Klein defense","0"
"10","memo","decided","Mr. Klein","0"
"10","memo","decided","reaction","0"
"10","memo","decided","clients","0"
"10","memo","decided","others","0"
"10","memo","decided","Mr. Klein defense","0"
"10","memo","remove","Mr. Klein","0"
"10","memo","remove","reaction","0"
"10","memo","remove","clients","0"
"10","memo","remove","others","0"
"10","memo","remove","Mr. Klein defense","0"
"10","memo","minimize","reaction","0"
"10","memo","minimize","clients","0"
"10","memo","minimize","others","0"
"10","memo","minimize","Mr. Klein defense","0"
"10","memo","from","clients","0"
"10","memo","from","others","0"
"10","memo","from","Mr. Klein defense","0"
"10","memo","prepare for","Mr. Klein defense","0"
"10","Mr. Klein","said","Mr. Klein","0"
"10","Mr. Klein","said","Mr. Klein","0"
"10","Mr. Klein","said","reaction","0"
"10","Mr. Klein","said","clients","0"
"10","Mr. Klein","said","others","0"
"10","Mr. Klein","said","Mr. Klein defense","0"
"10","Mr. Klein","decided","Mr. Klein","0"
"10","Mr. Klein","decided","reaction","0"
"10","Mr. Klein","decided","clients","0"
"10","Mr. Klein","decided","others","0"
"10","Mr. Klein","decided","Mr. Klein defense","0"
"10","Mr. Klein","remove","Mr. Klein","0"
"10","Mr. Klein","remove","reaction","0"
"10","Mr. Klein","remove","clients","0"
"10","Mr. Klein","remove","others","0"
"10","Mr. Klein","remove","Mr. Klein defense","0"
"10","Mr. Klein","minimize","reaction","0"
"10","Mr. Klein","minimize","clients","0"
"10","Mr. Klein","minimize","others","0"
"10","Mr. Klein","minimize","Mr. Klein defense","0"
"10","Mr. Klein","from","clients","0"
"10","Mr. Klein","from","others","0"
"10","Mr. Klein","from","Mr. Klein defense","0"
"10","Mr. Klein","prepare for","Mr. Klein defense","0"
"10","Mr. Klein","decided","Mr. Klein","0"
"10","Mr. Klein","decided","reaction","0"
"10","Mr. Klein","decided","clients","0"
"10","Mr. Klein","decided","others","0"
"10","Mr. Klein","decided","Mr. Klein defense","0"
"10","Mr. Klein","remove","Mr. Klein","0"
"10","Mr. Klein","remove","reaction","0"
"10","Mr. Klein","remove","clients","0"
"10","Mr. Klein","remove","others","0"
"10","Mr. Klein","remove","Mr. Klein defense","0"
"10","Mr. Klein","minimize","reaction","0"
"10","Mr. Klein","minimize","clients","0"
"10","Mr. Klein","minimize","others","0"
"10","Mr. Klein","minimize","Mr. Klein defense","0"
"10","Mr. Klein","from","clients","0"
"10","Mr. Klein","from","others","0"
"10","Mr. Klein","from","Mr. Klein defense","0"
"10","Mr. Klein","prepare for","Mr. Klein defense","0"
"10","Mr. Klein","minimize","reaction","0"
"10","Mr. Klein","minimize","clients","0"
"10","Mr. Klein","minimize","others","0"
"10","Mr. Klein","minimize","Mr. Klein defense","0"
"10","Mr. Klein","from","clients","0"
"10","Mr. Klein","from","others","0"
"10","Mr. Klein","from","Mr. Klein defense","0"
"10","Mr. Klein","prepare for","Mr. Klein defense","0"
"10","reaction","from","clients","0"
"10","reaction","from","others","0"
"10","reaction","from","Mr. Klein defense","0"
"10","reaction","prepare for","Mr. Klein defense","0"
"10","clients","prepare for","Mr. Klein defense","0"
"10","others","prepare for","Mr. Klein defense","0"
"10","Alex Kroll","agency 's","chairman","1"
"10","Alex Kroll","an","internal memo","1"
"10","internal memo","said","Mr. Klein","1"
"11","Mr. Klein","work with","agency 's","0"
"11","Mr. Klein","work with","venture activities","0"
"11","Mr. Klein","work with","acquisitions","0"
"11","Mr. Klein","work with","case","0"
"11","Mr. Klein","on","agency 's","0"
"11","Mr. Klein","on","venture activities","0"
"11","Mr. Klein","on","acquisitions","0"
"11","Mr. Klein","on","case","0"
"11","Mr. Klein","of","agency 's","0"
"11","Mr. Klein","of","venture activities","0"
"11","Mr. Klein","of","acquisitions","0"
"11","Mr. Klein","of","case","0"
"11","Mr. Klein","while","case","0"
"11","Mr. Kroll","on","agency 's","0"
"11","Mr. Kroll","on","venture activities","0"
"11","Mr. Kroll","on","acquisitions","0"
"11","Mr. Kroll","on","case","0"
"11","Mr. Kroll","of","agency 's","0"
"11","Mr. Kroll","of","venture activities","0"
"11","Mr. Kroll","of","acquisitions","0"
"11","Mr. Kroll","of","case","0"
"11","Mr. Kroll","while","case","0"
"11","agency 's","while","case","0"
"11","venture activities","while","case","0"
"11","acquisitions","while","case","0"
"11","Mr. Klein","work with","Mr. Kroll","1"
"11","Mr. Kroll","on","agency","1"
"11","agency","'s","joint venture activities","1"
"11","agency","'s","acquisitions","1"
"11","Mr. Klein","on","agency","1"
"12","Peter Georgescu","of","Y","0"
"12","Peter Georgescu","of","amp","0"
"12","Peter Georgescu","of","R 's ad operations","0"
"12","Peter Georgescu","of","Mr. Klein 's day","0"
"12","Peter Georgescu","of","day role","0"
"12","Peter Georgescu","assume","Mr. Klein 's day","0"
"12","Peter Georgescu","assume","day role","0"
"12","president","of","Y","0"
"12","president","of","amp","0"
"12","president","of","R 's ad operations","0"
"12","president","of","Mr. Klein 's day","0"
"12","president","of","day role","0"
"12","president","assume","Mr. Klein 's day","0"
"12","president","assume","day role","0"
"12","Y","assume","Mr. Klein 's day","0"
