index,s1,r,s2
"90","F1","priced","£ 1.9 million"
"90","F1","limited to","35 units"
"91","McLaren","strip","50 kg"
"91","McLaren","from","P1"
"92","Porsche","put","911"
"93","RS",",","Swedish carbon - fiber monster"
"94","RS","made of","carbon fiber"
"94","RS","weigh","3,000 lbs"
"95","RS","out - powers","R"
"96","dry - sump twin turbo",",","DOHC , 5.0 liter V8"
"97","Honda","offered","hatchback"
"98","hatchbacks","equated as","wagon - like"
"99","Honda","send","hatchback"
"99","Honda","in","2016"
"100","Fiat Chrysler","(","FCA"
"100","Fiat Chrysler","parent","Maserati"
"100","FCA","built","12 to 10"
"101","Maserati","sell","50,000 units"
"101","Maserati","sell","year"
"101","Maserati","sell","75,000"
"101","Maserati","sell","2018"
"102","3.0-liter turbocharged six - cylinder powerplant","upped from","425 hp and 406 lb - ft of torque to 530 hp"
"102","3.0-liter turbocharged six - cylinder powerplant","upped from","506 lb - ft thanks"
"102","3.0-liter turbocharged six - cylinder powerplant","upped from","stainless - steel exhaust system"
"103","JD","release","Service Index"
"103","Service Index",",","survey"
"103","survey","provides","satisfaction"
"103","satisfaction","regarding","automakers"
"104","automakers","promote","ratings"
"104","automakers","in","commercials"
"105","Jeep","score of","740"
"106","M3","increasing","value"
"107","M3","start of","iconic nameplate"
"108","features","coming to","S"
"108","S","with","update"
"108","S","into","self - driving"
"108","S","summoned","smartphone"
"109","GM GM","working on","sports car setup"
"110","Tadge Juechter","stating","check that out"
"111","GM","developing","mid - engine platform"
"111","GM","for","sports car"
"112","Jeep","released","concepts"
"112","concepts","at","annual Jeep Safari"
"112","annual Jeep Safari","in","Moab , UT"
"113","2.5-liter four - cylinder engine","from","Infiniti QX60 Hybrid"
"113","2.5-liter four - cylinder engine","does","heavy lifting"
"113","2.5-liter four - cylinder engine","is","250 horsepower"
"114","AR","created","AR P4"
"115","AR P4","limited to","50 models"
"115","AR P4","packs","Cosworth engine"
"115","AR P4","packs","adjustable suspension"
"115","AR P4","packs","revised chassis"
"115","AR P4","packs","axle ratio"
"116","AR P4","get to","62 mph in approximately six seconds"
"117","Ford","showed","F-150"
"118","F - Series","starts at","$ 55,305"
"119","gorgeous Pagani Huayra","is","King"
"120","Gloss carbon fiber","slathered","two thirds of the vehicle"
"121","6.0-liter V12","produces","720 hp"
"121","6.0-liter V12","produces","740 lb - ft of torque"
"122","Audi","revealed","RS4"
"122","Audi","revealed","RS5"
"122","Audi","feature","3.0-liter V6"
"122","3.0-liter V6","with","electric turbocharger"
"123","V - Spec version","boasts","ATTESA E - TS"
"123","ATTESA E - TS","provides","handling"
"124","V - Specs","producing","1,100 hp"
"125","V - Spec","replaced","2.8 stroker engine"
"126","Camaro","ended on","Subaru Outback"
"127","Subaru owner","was","inside"
"127","Camaro","crashing","on top"
"128","Enzo","in","Rosso Scuderia exterior paint"
"129","Enzo","sign of","solidarity"
"130","Fiat Chrysler Automotive","(","FCA"
"131","Doug Betts","joined","Chrysler"
"131","Doug Betts","in","2007"
"132","308 GTB","around","$ 40,000"
"133","SUV","harm","UK brand"
"134","Rolls - Royce","CEO","Torsten Muller - Otvos"
"135","Rolls - Royce","stands for","magic carpet ride"
"135","Rolls - Royce","stands for","fully luxury"
"136","Datsuns","considered","poor man ’ s BMW"
"137","Datsun","is","Nissan"
"138","Adam Corolla","is","Datsun guy"
"139","Rick","is","Datsun man"
"140","Detroit Electric","premiered","SP : 01"
"141","SP : 01","powered by","210 kW electric motor"
"141","210 kW electric motor","produces","285 hp"
"142","SP : 01","based off","Lotus Elise"
"143","BMW","shifting","339,738 vehicles"
"143","BMW","sold","309,280"
"144","3 Series/4 Series","sold","142,232 units"
"145","Mercedes","sold","312,534 units"
"146","Audi","sold","182,011 vehicles"
"147","Lexus","with","311,389 cars sold"
"148","Cadillac","was down","170,750"
"149","Buick","surviving","GM ’ s bankruptcy"
"150","Buick","trademarked","Velite"
"151","1.6-liter four - cylinder","with","200 hp"
"152","1,400 vehicles","in","UK"
"153","Southampton","to","Bremerhaven"
"154","GT3","in","development"
"155","UK sports car","confirmed","GT3"
"156","Land Rover","celebrating","iconic Defender"
"156","Land Rover","unveiling","edition models"
"156","Land Rover","creating","unique 1 km sand drawing"
"156","Land Rover","in","UK"
"157","Maurice Wilks","sketched","Land Rover"
"157","Maurice Wilks","in","Anglesey"
