index,s1,r,s2
30,Hellcat engine,powers,Dodge Charger
30,Jeep Wrangler,is,capable off - roaders
30,cost,cost of a,Jeep Wrangler
30,Trailcat concept,happened for,extra
30,Trailcat,t,production
30,Dakota Customs,advises,road
31,Lamborghini Aventador SV,going to be a,limited edition thing
31,Lamborghini,planned to build exactly,600 examples
31,Aventador SVs,sold,Geneva
31,global regions,offered,200 units
31,Redline,up,rpm
32,stealing a,lesson on,car
32,man,arrested,San Francisco BMW dealer
32,man,arrested,San Francisco BMW dealer
32,5 Series,steal,locked box
32,failed attempt,smashed through,glass window
32,he,through,a side window
32,police responded,to,hit and run report
32,thief,smashed,parked taxi
32,police,responded,domestic violence dispute
32,thief,taken into,custody
32,family,owns,break - in
33,Markus Storck,loves,Aston Martin
33,exclusive exterior finish,using,of carbon fiber
33,seats,combine with,logos
33,detail,from,Q team
34,Ford,at,LA Auto Show
34,Ford,Powered by,flat - plane - frank
34,Ford,announced,Shelby
34,Shelby,have a base price of,base
35,Las Vegas - based PSC Motors,revealed,hybrid hypercar
35,mounted,will produce,1000 hp
35,SP - SIN,mated to,dual - clutch transmission
35,frame,wrapped in,carbon
35,aluminum space frame,wrapped,intense splitter
35,wheel arch - mounted wing mirrors,noticeable are,wheel arch
35,rear,home to,clear engine cover
36,inline - six,rated at,282 hp
36,Macao blue,powers,turbine rims
36,it,comes in,Frozen Silver Metallic
36,Formula,rated at,500 horses
37,Dodge,teased,Dodge Vision Gran Turismo concept car
37,Dodge,delivered,SRT Tomahawk
37,three trims,developed,Gran Turismo 6
37,concept,capable of,2035
37,SRT Tomahawk,will sport,that
37,Dodge,dubbed,variable - fin quad - stage pneumatic power unit
37,aerodynamic panels,used,aerodynamic panels
37,aerodynamic panels,assist,with braking and traction
37,SRT Tomahawk,are,entry level S
37,GTS - R,has,curb weight
37,X,good for,horsepower
37,SRT Tomahawk,will be available for,download
38,BMW,calls,Sports Activity Vehicles
38,Sports Activity Vehicles,opposed,SUVs
38,2016,Unlike,tall wagon
38,front,has,front end
38,LED headlights,are,touch
38,Sport,Opt for,styling package
38,interior,is also a,improvement
39,tank destroyer,accidentally crashes into,yellow Porsche Cayman sports car
39,Porsche Cayman,emerged from,accident
39,left front end,happened to,left front end of
39,passengers,escaped without,a scratch
39,China,city of,Congqing
39,tank destroyer,barreling straight into the side,Cayman
39,tank destroyer,s lack,of turn signals
39,100 millimeter cannon,equipped with,monstrous
39,one,destroyed in,accident
40,ballsy,drive,them around
40,donor cars,range,Corvette
40,donor cars,to,Nissan
40,Pontiac Fiero,for,fake supercar transformation needs
40,10 replica Ferraris,re,fakes
41,Aston Martin,at,Martin Vantage
41,planned units,been,sold
41,AM,added,carbon - fiber wide body kit
41,Vantage,weighs about,220 lbs
41,Vantage,less than,Vantage
42,Batman,get,Batmobile
42,Caped Crusader,drove,Dubai - based dealer
42,Propane tanks,enable,rear
42,Propane tanks,sits on,Hoosier tires
42,Other features,include,LED headlights
42,GTR Motors,in,Dubai
43,BMW,on sale,2014
43,Officials,from,M
43,BMW,s,anniversary
43,Auto Auto Express engineers,from,"i "" division"
43,drivetrain,consists of,three - cylinder gasoline engine
43,four - banger,with,over 300 hp
43,BMW,has,hardcore
44,Audi,presented,new
44,Audi,find,crushing
44,Audi,between,tremendous driving
44,Audi Exclusive full leather package,featuring,Havana Brown leather
44,car,on display at,Audi Forum Neckarsulm
45,Goodwood Festival,in,West Sussex
45,Chevrolet,are,Corvette
45,UK,of,American Independence
45,GM,phasing,Chevrolet
45,2015 Goodwood Festival of Speed,happen from,June 26
46,the car,discontinued in,2009
46,Honda,filed,design
46,renderings,look,smaller body
46,smaller NSX,added to the,Honda line up
47,Bugatti,out,most pristine vehicles
47,Bugatti,practically a work,art
47,Bugatti,has an,engine
47,single engine,for,Bugatti
47,Bugatti,refined into,masterpiece
47,concept,bear,Bugatti logo
47,Fraser Leid,introduced,British designer
47,Fraser Leid,not directly commissioned by,Bugatti
48,Bugatti,launched,Legend series
48,Meo Constantini,named after,head of Bugatti
48,Constantini,friend,Ettore
48,Deals on Wheels,for sale with,million AED
48,Meo Constantini,features styling,Type 35
48,interior,pays tribute to,Targa Florio route
48,quad - turbocharged W16 engine,rated at,hp
49,sucker,weighs,lbs
49,order,place an,Mercedes dealership
49,twin - turbo,producing,621 hp
49,Lieberman,s,Bentleys
50,Ayres,knocked off,Ayres
50,BMW,driver knock into,biker
51,McLaren,t require,modification
51,McLaren,is,masterpiece
51,McLaren P1 spotted,in,London
51,chrome rims,are,body color
52,1971 Chevrolet Monte Carlo,has a,six - figure price tag
52,71 Monte Carlo,done by,"Guru "" Hollywood movie car builder Dennis McCarthy"
52,Dennis McCarthy,calls,Dennis
52,Monte Carlo,has,350
52,Universal Pictures,will no longer sell,movie cars
53,Ford,kicking,ass
53,Mustang,outselling the,Chevy Camaro
53,Camaro,s,units
53,Dodge Challenger,Dodge third with,cars
53,Ford,introduced,new Mustang
53,Chevy Camaro,bowed at,Camaro Isle
53,Dodge,steal,Hellcat package
53,Mustang buyers,prefer,four - cylinder EcoBoost
54,Bentley,adding,Bentayga
54,new report,from,Autocar
54,EXP 10 Speed 6 concept,shown off at,Geneva motor show
54,Wolfgang Durheimer,can only choose,one
54,Bentley,is still a,small company
54,Bentley,want,EXP 10 Speed 6
54,smaller SUV,make,financial
54,world,has,two - seat luxury sports cars
55,Supercar tuning firms,want to watch,Supercar tuning firms
55,Vitesse | AuDessus,offer,carbon - fiber packages
55,Vitesse,for,Bugatti Veyron
56,Ferrari 458 Speciale,had wrecked on,Nurburgring
56,world,let out,a sigh
56,owner,of,wrecked 458
56,The Dead Ferrari,made,video
56,idea,is,novel
56,Dead The Dead Ferrari,a,driver
56,repaired Ferrari,for,a month free of charge
56,people,donate to,project
56,party,invite,Nurburgring
57,boats,appreciate,boats
57,Riva Aquarama Riva,ordered by,founder
57,engine,put into,Lamborghini production car
57,engines,good for,top
58,Hemi engines,from,Mopar Mopar cars
58,Carz Carz,owners Mopar owners their,fabrication specialists
58,engine,contains,OEM parts
58,Graveyard Carz,premieres,Velocity
58,Velocity,re - airing,five episodes
58,Graveyard Carz,and,Mopar
59,Subaru Tecnica International,Unveiled,STI
59,four - pot,continuing to pack,punch
59,Brembo brakes,housed in,rims
59,body,upgraded,under spoiler
59,BRZ tS STI,limited to,300 units
60,The Fast and the Furious,debuted in,2001
60,Furious 7,success,Vin Diesel
60,moves,s,kids
62,Vette,than,Edition
62,special edition,modeled after,endurance racer
62,Corvette,s,yellow racing livery
62,Edition,get the,Performance Package
62,Super Sport Cup 2,includes,Michelin Pilot Super Sport Cup 2 tires
62,bad boys,yet to announce,500 of
63,China,filled with,custom cars
63,China,s,craftsmen
63,helicopter car,called,China ’ s Dream
63,massive cabin,took,five
64,Reuss,Speaking,New York Auto Show
65,next US president,will,Hillary Clinton
65,the Oval Office,given,new presidential limousine
65,vehicle,known as,retired
65,Cadillac,is,commercial truck platform
65,Cadillac,competition,presidential limo
65,Mark Fields,told,Detroit
65,Continental Concept,turned into,The Beast : Part 2
66,It,outright,suck
66,Top Gear,removed,website
66,Stig,remains on,top banner
67,TV commercial,comes,someone
67,BMW,controversy,commercial
67,couple,driving,bed and breakfast
67,National Council for Behavioral Health,wrote to,BMW
67,BMW,responded to,AdFreak
67,ad,intended to spoof,horror movie
67,ad,run out of,BMW ad - buy rotation
68,Scion,launching the,FR - S
68,Miata Mazda,get,small rear seat
68,sales,t,many sports coupe fans
68,Chevrolet,with,Code
68,Nissan,given up,Chevy
68,volumes,of,things
68,Code,become,Chevelle
69,RM,stands for,Racing Midship
69,turbo four,pack,296 horsepower
69,aluminum spaceframe,paired with,carbon - fiber body panels
69,Hyundai,s,press release
69,hatchback,described as,a true concept car
69,Hyundai,hopes to save,Veloster
70,Dodge,let Chevrolet off,easy
70,Dodge,loose,Corvette
70,Corvette,let,body
71,pictures,show,aggressive body kit
71,Mercedes - AMG,powered,engine
71,standard model,will deliver,469 hp
71,model,pump out,479 lb - ft of torque
71,the front end,identical to,large intakes
71,rear,retains,taillights
72,Back,eye on,Hoverboard
72,video,automaker,teaser
72,Lexus Hoverboard,automaker s,fourth
72,flip tricks,expect,hover kick flips
72,Ross McGouran,give,spin
72,the skater,trouble keeping his,skater
72,tech,behind,the board
72,The automaker,has,layers
72,insulated core,featuring,high temperature superconducting blocks
72,track,of,magnets
72,superconductor,causes,superconductor
72,Lexus,selling in,comments
73,AMG,focuses purely on,performance
73,AMG,ignores,biturbo V12 engines
73,wild models,such as,gull - winged SLS AMG
73,AMG,take,fuel economy
73,AMG customers,want,sportiest performance option
73,AMG,of,hybrid
73,torque boost,at,zero RPM
74,Ferrari FF,unveiled,2011
74,Ferrari FF,premiered at,1974 Turin Motor Show
74,Ferrari FF,s first,first concept car
74,idea,have,minimum drag coefficient
74,designers,managed,wind tunnel
74,Ferrari BB,s,flat 12
74,vintage photos,showing off,CR 25
74,Camels,been,thing
75,price,surge,in demand
75,pricing,isn ’ t expected to last,forever
75,more years,wait,pricing
76,Legend 2,is a radical rock,constructed
76,Legend 2,is,rock climbing performer
76,Legend 2,generation,Fab Fours
76,series,features,Baja Claw tires
76,bumper,equipped,Grumper
77,Porsche Cayenne,launched back in,2002
77,loaded Cayenne Turbo S,costs at,least
77,competing brands,want,SUVs
77,SUVs,from,Rolls - Royce
77,Aston Martin,planning,crossover
77,Porsche,raking in huge profits with,crossovers
77,profit,bring,dough
78,Jeremy Clarkson,host,Top Gear
78,show,on,Amazon Prime
78,Hennessey Hennessey,put it up,sale
78,Jeremy Clarkson,s,covered ass
78,Hennessey,tinkered,VelociRaptor Jezza
78,supercharger system,helps increase,626 hp
78,0 - 60 mph,happens in,seconds
78,features,include,fuel injector upgrade
78,features,include,high flow air induction
79,2014 FT-1 Concept,serve,Supra
79,Supra,its,Toyota - BMW
79,Javier Oquendo Design,equipped,massive rear wing
79,Javier Oquendo Design,equipped,flared wheel arches
79,Super GT Supra,ready to take on,Japanese racing
80,enthusiasts,like,car
80,Australia,need of,American muscle car
80,Fiat,hinted,Australia
