index,s1,r,s2
"15","Dominique Ansel","mastermind","Cronut"
"15","Dominique Ansel","grew up in","France"
"16","Danny Meyer","founder","Shake Shack"
"16","Danny Meyer","’ s","Union Square Hospitality Group and Resy"
"16","Union Square Hospitality Group and Resy","founded by","Ben Leventhal"
"16","Union Square Hospitality Group and Resy","founded by","Michael Montero"
"16","Union Square Hospitality Group and Resy","founded by","Gary Vaynerchuk"
"16","Union Square Hospitality Group and Resy","partnership","Apple Watch"
"16","Danny Meyer","’ s","Union Square Cafe"
"17","É dith Piaf","’ s","“ La Vie En Rose ”"
"17","Pietro Quaglia","at","Pietro Nolita"
"17","Pietro Nolita","in","downtown Manhattan"
"17","Pietro Quaglia","co-owner","Pietro Quaglia"
"17","Pietro Quaglia","co-owner","Mina Soliman"
"18","Italian","mainstay","Lambrusco"
"18","Lambrusco","a","red wine"
"18","Portugal","’ s","baga grape"
"18","Italy","’ s","brachetto"
"18","Australia","’ s","sparkling shiraz"
"19","Beyonc é","slayed","MTV Video Music Awards"
"19","Beyonc é","husband","Jay Z"
"19","Manhattan","hot spot","Pasquale Jones"
"19","Beyonc é","hit up","Pasquale Jones"
"19","Jay Z","hit up","Pasquale Jones"
"19","Beyonc é","in tow","Kanye West"
"19","Beyonc é","in tow","Kim Kardashian-West"
"19","Beyonc é","in tow","Diddy"
"19","Beyonc é","in tow","Alicia Keys"
"19","Beyonc é","in tow","Swizz Beatz"
"20","Chipotle","partnered with","Dragons Love Tacos"
"20","Chipotle","not have","Happy Meals"
"20","Chipotle","outbreaks","E. coli"
"21","Gabrielle Hamilton","’ s","Prune cookbook"
"21","New York","restaurant","Prune"
"22","Belon","in","Hong Kong"
"22","French","restaurant","Belon"
"22","The Nomad","in","Manhattan"
"23","Gladys Knight","filed a lawsuit against","Shanga Hankerson"
"23","Gladys Knight","son","Shanga Hankerson"
"23","Shanga Hankerson","operated","Gladys Knight 's Signature Chicken & Waffles"
"23","Gladys Knight 's Signature Chicken & Waffles","Atlanta-based","Atlanta-based"
"23","Georgia Department of Revenue","raid","Gladys Knight 's Signature Chicken & Waffles"
"24","Chef Daniel Rose","new venture","Le Coucou"
"24","Le Coucou","in","Howard Hotel"
"24","Howard Hotel","in","SoHo"
"24","New York","’ s","SoHo"
"24","Chef Daniel Rose","partnership","Stephen Starr"
"24","Stephen Starr","new venture","Le Coucou"
"24","Chef Daniel Rose","owns","Spring"
"24","Chef Daniel Rose","owns","La Bourse et La Vie"
"24","Chef Daniel Rose","owns","Chez La Vieille"
"24","Paris","restaurant","Spring"
"25","Daniel Rushing","in","Orlando"
"25","Daniel Rushing","arrested","methamphetamine possession"
"25","police","pulled over","Daniel Rushing"
"25","Daniel Rushing","leaving","7-Eleven"
"25","Florida","man","Daniel Rushing"
"26","National Conventions","in","Philadelphia"
"26","National Conventions","in","Cleveland"
"26","Washington Post","obtained","Yelp data"
"26","Yelp","looked at","Cleveland"
"26","Yelp","looked at","Philadelphia"
"27","Chipotle","confirmed","Tasty Made"
"27","Tasty Made","debut","Lancaster , Ohio"
"27","Chipotle","outbreak","E.coli"
"27","Tasty Made","use","Responsibly Raised brand beef"
"28","Kanye West","lyrics include","Gucci"
"28","Kanye West","lyrics include","Ferrari"
"28","Kanye West","love for","McDonald ’ s"
"28","Kanye West","in","Lamborghini"
"29","Tropical Smoothie Cafe","in","Virginia"
"29","Tropical Smoothie Cafe","outbreak","Hepatitis A"
"29","Tropical Smoothie Cafe","in","Maryland"
"29","Tropical Smoothie Cafe","in","North Carolina"
"29","Hepatitis A","linked to","strawberries"
"29","Tropical Smoothie Cafe","in","Oregon"
"29","Tropical Smoothie Cafe","in","Wisconsin"
"29","Centers for Disease Control","investigating","Hepatitis A"
"29","Food and Drug Administration","investigating","Hepatitis A"
"29","strawberries","imported from","Egypt"
"30","Shake Shack ’ s","York-based","York-based"
"30","Shake Shack ’ s","at","Chicago Athletic Association hotel"
"30","Shake Shack ’ s","in","Chicago"
"30","Chicago Athletic Association hotel","in","Chicago"
"31","Otha Turner","part of","Mississippi"
"31","Otha Turner","part of","The Gravel Springs Fife and Drum Band"
"31","The Gravel Springs Fife and Drum Band","albums","" Everybody Hollerin ' Goat ""
"31","Otha Turner","remembered in","short video"
"31","short video","from","Southern Foodways Alliance"
"31","short video","for","Labor Day picnic"
"31","Otha Turner","'s","Labor Day picnic"
"32","Chef 's Table","filmmaker","David Gelb"
"32","Jeff 's Table","inspiration","Chef 's Table"
"32","Jeff 's Table","from","Foodbeast"
"33","Anthony Bourdain","kick off","hit travel show Parts Unknown"
"33","Latino communities","through","Latino communities"
"33","Explore Parts Unknown",",","online counterpart"
"33","Anthony Bourdain","at","Cielito"
"33","Cielito","on","Olvera Street"
"33","Anthony Bourdain","at","Oaxacan staple Gish Bac Restaurant"
"33","Anthony Bourdain","on","trip"
"33","trip","include","Machete star Danny Trejo , Broken Spanish chef Ray Garcia , tattoo artist Mister Cartoon , comedian Al Madrigal , and OC Weekly editor Gustavo Arellano"
"34","Tom Forkner",",","the founder"
"34","the founder","of","all-night diner chain Waffle House"
"34","Tom Forkner","died","Thursday"
"34","Tom Forkner","at","age of 98"
"34","Tom Forkner","follows","co-founder , Joe Rogers Sr"
"34","co-founder , Joe Rogers Sr","died","March"
"34","co-founder , Joe Rogers Sr","at","97"
"34","Tom Forkner","opened","Waffle House"
"34","Waffle House","in","Avondale Estates , Georgia"
"34","co-founder , Joe Rogers Sr","opened","Waffle House"
"35",",",",","story"
"35","story","of","all-American hunk"
"35","tribe","of","lanky blue aliens"
"35","all-American hunk","saves","extinction"
"35","Avatar",",","James Cameron ’ s blockbuster film"
"35","Avatar","at","Walt Disney World"
"35","Pandora : World","of","Avatar"
"35","Pandora : World","have","Satu'li Canteen"
"35","restaurant","called","Satu'li Canteen"
"36","Brooklyn Fare","in","NYC , Saison"
"36","NYC , Saison","in","San Francisco"
"36","MiniBar","in","D.C"
"36","Chefs","across","America"
"36","Chefs","embracing","high-end gastronomy"
"36","Eater ’ s National 38","in","America"
"36","Southern California-based restaurant group","serving","Mexican-American cuisine"
"36","Mexican-American cuisine","with","molecular gastronomy"
"36","molecular gastronomy","called","Taco Bell"
"36","intimate chef ’ s counters","at","Brooklyn Fare"
"37","Noma Mexico","call","nerds"
"37","Cara Stadler",",","well-known chefs"
"37","Cara Stadler","of","Maine"
"37","Cara Stadler","at","restaurants Bao Bao Dumpling House"
"37","restaurants Bao Bao Dumpling House","in","Portland"
"37","restaurants Bao Bao Dumpling House","in","Tao Yuan"
"37","Tao Yuan","in","Brunswick"
"37","Wolfgang Puck","got","Walk of Fame"
"37","Celebrity chef","to","Wolfgang Puck"
"37","Cara Stadler","try","no-tipping experiment"
"38","Trump","inside","hotel empire"
"38","sushi restaurant","inside","Trump SoHo Hotel"
"38","Trump SoHo Hotel","in","Manhattan"
"38","sushi restaurant","close","mid-June"
"38","Grub Street","reports","sushi restaurant"
"38","Hotel restaurant Koi — an international , pan-Asian upscale chain","in","Buddakan"
"38","Hotel restaurant Koi — an international , pan-Asian upscale chain","in","Tao"
"38","Hotel restaurant Koi — an international , pan-Asian upscale chain","plans","shutter"
"38","Kardashians","stopped","coming"
"38","Restaurant staffers","tell","Grub Street"
"39","Philly-based CookNSolo","becoming","national restaurant group"
"39","James Beard Award-winning chef Michael Solomonov","open up","Dizengoff"
"39","partner Steve Cook","open up","Dizengoff"
"39","Dizengoff",",","Israeli-style hummusiya"
"39","Israeli-style hummusiya","in","Miami"
"39","Philly-based CookNSolo","outside","Northeast"
"39","national restaurant group","expand","fried-chicken-and-doughnuts mini chain Federal Donuts"
"39","fried-chicken-and-doughnuts mini chain Federal Donuts","known","FedNuts"
"39","FedNuts","to","Miami"
"39","FedNuts","to","Nashville"
"40","Soylent",",","meal replacement"
"40","meal replacement","of","tech bros"
"40","Soylent","warned","drink mix powder"
"40","drink mix powder","contain","undeclared milk"
"40","drink mix powder","contain","whey powder"
"40","Soylent","recalling","product"
"40","Soylent","claimed","free of animal products"
"40","issue","not impact","future Soylent shipments"
"40","folks","suffering","nausea , diarrhea , and/or vomiting"
"40","folks","purchased","Soylent ’ s solid food bars"
"41","Beard Awards","happening","restaurants"
"41","Junebaby","in","Seattle"
"41","Edouardo Jordan","grew up in","Florida"
"41","Edouardo Jordan","with","Lucky Peach"
"41","Edouardo Jordan","roots through","Georgia"
"41","Edouardo Jordan","apprenticed at","French Laundry"
"41","Edouardo Jordan","in","Per Se kitchen"
"41","Edouardo Jordan","worked at","Lincoln in NYC"
"41","Edouardo Jordan","opened","debut restaurant , Salare"
"41","debut restaurant , Salare","in","Seattle neighborhood"
"42","is","is","culinary gem"
"42","Caribbean island","has","outdoor food markets"
"42","Caribbean island","has","restaurants"
"42","Barbados","recommends","traditional taste"
"42","Caribbean island","trying","flying fish"
"42","Caribbean island","trying","pudding and souse"
"42","pudding and souse","made of","pig parts"
"42","pig parts","served with","sweet potato pudding"
"43","fisherman","in","world"
"43","you","hear","tales"
"43","Tonle Sap Lake , the largest body","of","freshwater"
"43","Tonle Sap Lake , the largest body","in","Southeast Asia"
"43","Yem Yun","caught","220-pound Mekong giant Catfish"
"43","Sok Chetra","was","young"
"43","Ly Yoeu","support","family"
"43","Ly Yoeu","from","fishing"
"43","Yem Yun","cut","220-pound Mekong giant Catfish"
"43","entire village","feasted","220-pound Mekong giant Catfish"
"44","Google Trends","in","food world"
"44","Americans","looking for","release"
"44","Americans","found","food"
"44","2017 ’ s top food trends","according to","Internet"
"44","Jamaican-inspired menus","in","popularity"
"44","Eater","reported","Jamaican-inspired menus"
"44","Jamaican-inspired menus","to","Americans"
"44","Jamaican flavors","with","international cuisines like Latin and Korean"
"44","Google Trends","for","Jamaican food ” and “ Caribbean food near me"
"45","NYC branch","of","Flavortown"
"45","Guy ’ s American Kitchen & Bar","in","Times Square"
"45","Guy ’ s American Kitchen & Bar","serve","Donkey Sauce"
"45","Eater NY","reports","Guy ’ s American Kitchen & Bar"
"45","New York Times critic Pete Wells","skewered","Guy ’ s American Kitchen & Bar"
"45","Diners , Drive-Ins and Dives host","morphed into","folk hero"
"45","Twitter users","mourn","loss"
"45","loss","of","Times Square tourist trap dining destinations"
"46","Dumplings","are","universal comfort foods"
"46","small stall","in","Columbus ’ s international groceries"
"46","small stall","with","Tibetan and Nepali staples"
"46","Tibetan and Nepali staples","called","momos"
"46","Saraga International Grocery","on","Columbus ’ s northeastern side"
"46","Saraga International Grocery","including","Momo Ghar"
"46","Momo Ghar","run by","chef-owner Phuntso Lama"
"46","chef-owner Phuntso Lama","makes","steamed and fried variations of momos"
"46","chef-owner Phuntso Lama","stuffs","momos"
"46","momos","with","pork , or mild potato curry , or cabbage and other vegetables"
"47","Eater NY","reports","Guy ’ s Times Square restaurant"
"47","Fieriverse","that","Guy ’ s Times Square restaurant"
"47","Fieriverse","that","Guy ’ s American Kitchen & Bar"
"47","Fieriverse","close","December"
"47","Guy Fieri","had","great first 362 days"
"47","The Mayor of Flavortown , the Prince of Platinum , the Sultan of Spikes , the Oligarch of Oakleys , Fieri","had","Food Network travel show Diners , Drive-Ins , and Dives"
"47","The Mayor of Flavortown , the Prince of Platinum , the Sultan of Spikes , the Oligarch of Oakleys , Fieri","making","restaurant plans"
"47","The Mayor of Flavortown , the Prince of Platinum , the Sultan of Spikes , the Oligarch of Oakleys , Fieri","on","television"
"47","The Mayor of Flavortown , the Prince of Platinum , the Sultan of Spikes , the Oligarch of Oakleys , Fieri","committing","seriously good deeds"
"47","The Mayor of Flavortown , the Prince of Platinum , the Sultan of Spikes , the Oligarch of Oakleys , Fieri","told","Thrillist"
"48","Terranea , the ritzy seaside resort","in","Palos Verdes Peninsula"
"48","Terranea , the ritzy seaside resort","violating","State Department regulations"
"48","State Department regulations","for","J-1 cultural and educational visa exchange"
"48","Terranea , the ritzy seaside resort","report by","LA Times"
"48","lawsuit","by","Unite Here , a local hotel worker ’ s union"
"48","couple","from","India"
"48","couple","seeking","reimbursement"
"48","Terranea , the ritzy seaside resort","draws","workers"
"48","workers","from","Philippines , India , and Malaysia"
"48","lawsuit","alleges","human trafficking and labor law violations"
"49","Eater Awards","celebrate","restaurants"
"49","Eater Awards","celebrate","chefs"
"49","Eater Awards","celebrate","projects that truly made their mark"
"49","most prestigious categories","is","Restaurant of the Year"
"49","Kemuri Tatsu-ya","In","Austin"
"49","Kemuri Tatsu-ya","brings together","Texas upbringing and the Japanese roots"
"49","Charleston","saw","Bar Normandy"
"49","Himitsu","in","Washington"
"49","D.C. ’ s Petworth neighborhood , a cozy restaurant","for","Asian-influenced dishes"
"49","Palizzi Social Club","is","Philadelphia ’ s show-stopper"
"50","Beer-drinking Utahans","with","few beer choices"
"50","brewing giant Anheuser-Busch","considers","cutbacks"
"50","Utahans","at","state-owned liquor stores"
"50","Salt Lake Tribune","According","majority of all beer"
"50","Budweiser","might not be","profitable"
"50","Rolling Rock","might not be","profitable"
"50","Anheuser-Busch","wrote","Utah ’ s beer wholesalers"
"50","Anheuser-Busch","in","Maine"
"50","Anheuser-Busch","offers","800 beer types"
"50","Anheuser-Busch","halving","number of beer brands"
"51","Eater","in","North America ’ s dining capitals"
"51","commenters","on","Facebook"
"51","restaurant industry","supporting","Day Without a Woman"
"51","restaurant industry","supporting","Day Without Immigrants"
"51","post-Ailes , post-Weinstein moment","in","America"
"51","post-Ailes , post-Weinstein moment","to","restaurant industry"
"51","John Besh","stepped down","amid sexual misconduct allegations"
"51","Mario Batali","stepped down","amid sexual misconduct allegations"
"51","staid James Beard Foundation","considering","policy changes"
"51","policy changes","for","awards"
"52","Twitter","used","President"
"52","President","of","United States"
"52","President","insult","constituents"
"52","President","bait","unstable enemies"
"52","Chief executive officer Jack Dorsey","been","target of abuse"
"52","white supremacists","had","voices amplified"
"52","model-turned-cookbook author","became","voice of a nation"
"52","positive moments","on","Twitter"
"52","16-year-old Carter Wilkerson","posed","question"
"52","question","to square","burger chain Wendy ’ s"
"53","Minneapolis City Council","voted","Friday"
"53","Minneapolis","joins","Seattle"
"53","Minneapolis","joins","San Francisco"
"53","Minneapolis","joins","Washington D.C"
"53","Mayor Betsy Hodges","wrote","open letter"
"53","Mayor Betsy Hodges","made","controversial correlation"
"53","Lina Goh","made","pleas"
"53","John Ng","made","pleas"
"54","Matthew Kang","returns","Los Angeles"
"54","Koreatown","in","Los Angeles"
"54","Matthew Kang","visits","Dha Rae Oak"
"54","Dha Rae Oak","roasts","duck"
"54","duck","stuffed with","glutinous rice"
"54","duck","stuffed with","mung beans"
"54","duck","stuffed with","nuts"
"54","duck","stuffed with","seeds"
"54","duck","gets","sear"
"54","duck","wrapped with","pickled daikon radish"
"55","Guy Fieri","mayor of","Flavortown"
"55","sauce","embodies","Fieri brand"
"55","sauce","is","aioli"
"55","prank article","on","Twitter"
"55","prank article","on","Facebook"
"56","Tipsy Robot","shook","cocktail"
"56","Customers","order","drinks"
"56","Customers","choosing","specialty cocktail"
"56","Robo shots","among","concoctions"
"56","Bionic Bomb","among","concoctions"
"56","Customers","watch","electronic board"
"56","Tipsy Robot","slice","fruit"
"56","Tipsy Robot","dance to","EDM"
"57","cost of basic rolls","highest in","New York City"
"57","New Orleans","enjoying","affordable sushi"
"57","Louisiana ’ s","booming","seafood economy"
"57","basic rolls","averaging","$ 5.40"
"57","U.S. average for pricier sushi","is","$ 15.79"
"57","sushi fans","in","Charlotte , North Carolina"
"57","sushi fans","in","Portland , Oregon"
"57","sushi fans","in","Seattle"
"57","sushi fans","experienced","price increases"
"58","Collective Brewing Project","focuses on","funky and sour ” beers"
"58","Collective Brewing Project","released","Cup O ’ Beer"
"58","Cup O ’ Beer","brewed with","ramen noodles"
"58","Cup O ’ Beer","is","light and tart"
"58","Collective Brewing Project","is distributing","bottles"
"58","bottles","cost","$ 7"
"58","Collective Brewing Project","in","Fort Worth"
"59","governments throughout Italy","banning","“ foreign ” or “ ethnic ” food shops"
"59","Dario Nardiella","told","Italian newspaper"
"59","Verona ’ s mayor","In","northern Italy"
"59","Verona ’ s mayor","told","Telegraph"
"59","Venice","considering","UNESCO laws"
"60","Michelin Man","on","Thai highways"
"60","Michelin Man","on","freight trucks"
"60","Michelin Guide","arrive by","end of 2017"
"60","Tourism Authority of Thailand","pledged","five years of financial support"
"60","Restaurant at Meadowood","in","California ’ s wine country"
"60","Breslin","in","New York"
"61","Brown Sugar Kitchen","In","West Oakland"
"61","servers","glide between","tables"
"61","Brown Sugar Kitchen","boasts","warm atmosphere"
"61","Brown Sugar Kitchen","owner and chef","Tanya Holland"
"61","Tanya Holland","used","sustainable practices"
"61","Tanya Holland","ordering from","local vendors"
"61","Tanya Holland","pursuing","zero-waste kitchen"
"62","David Bouhadana","is","sushi chef"
"62","David Bouhadana","in","New York City"
"62","David Bouhadana","rebellion against","Department of Health"
"62","David Bouhadana","firing from","Sushi Dojo"
"62","David Bouhadana","acclaim for","sake-soaked omakase dinners"
"62","Sushi By Bou",",","$ 50 omakase restaurant"
"62","David Bouhadana","from","Florida"
"62","David Bouhadana","serving","omakase"
"63","Dining options","at","University of Pennsylvania"
"63","University of Pennsylvania","open","food hall"
"63","food hall","with","branch of Mike Solomonov ’ s Goldie"
"63","food hall","with","Kensington Quarters"
"63","food hall","with","Little Baby ’ s Ice Cream"
"63","food hall","with","Pitruco Pizza"
"63","food hall","with","The Juice Merchant Juicery"
"63","food hall","with","Caf é"
"63","Penn Food Hall","at","34th and Walnut streets"
"63","Penn Food Hall","replace","former Moravian Food Court"
"64","restaurant business","in","trouble"
"64","trouble","to","labor shortages"
"64","trouble","to","rising labor costs"
"64","trouble","to","increasing real estate costs"
"64","investors","turned away from","Silicon Valley"
"64","New York Times","report","too many restaurants"
"64","The Times","says","Wall Street"
"64","Wall Street","poured","billions"
"64","billions","into","restaurant industry"
"64","Bureau of Labor Statistics","estimated","number of restaurants in the U.S"
"65","restaurants","serve","more customers"
"65","delivery app partners","serve","more customers"
"65","advent","of","virtual restaurants"
"65","virtual restaurants","serve","delivery customers"
"65","investors","intriguing","virtual restaurants"
"65","DoorDash","on","board"
"65","DoorDash","launched","2,000-square-foot commissary kitchen"
"65","2,000-square-foot commissary kitchen","in","Silicon Valley"
"65","Reuters","reports","DoorDash"
"65","virtual restaurant","expand","delivery area and customer base"
"66","America","has","fast food restaurants"
"66","burger stand","stirs up","Texas-based chain Whataburger"
"66","America","has","superheroes"
"66","America","beloved","Wonder Woman"
"66","Wonder Woman","in","DC Comics cinematic universe"
"66","Whataburger/Wonder Woman mashup costume","for","Halloween"
"66","Kevin Fujii","the","Fort Worth resident"
"66","Kevin Fujii","designed","Whataburger/Wonder Woman mashup costume"
"66","Kevin Fujii","tells","Star Telegram"
"66","Wonder Woman shirt","for","Whataburger merch"
"67","Caribbean food","on","Utica Avenue"
"67","Utica Avenue","in","Brooklyn ’ s Crown Heights neighborhood"
"67","strip","between","Eastern Parkway and Empire Boulevard"
"67","Chefs","at","Jamaican take-out restaurants"
"67","first-generation Jamaican-American","in","Brooklyn"
"67","Jamaican diaspora","in","America"
"67","Jamaican diaspora","in","U.K"
"67","Jamaican diaspora","in","Canada"
"67","Jamaican cuisine","in","Crown Heights"
"68","cannabis-infused beverages","in","select states"
"68","cannabis-infused beverages","be","lucrative industry"
"68","giant beverage conglomerate Constellation Brands","believes","cannabis-infused beverages"
"68","giant beverage conglomerate Constellation Brands","into","cannabis-infused drinks"
"68","Wall Street Journal","reports","giant beverage conglomerate Constellation Brands"
"68","giant beverage conglomerate Constellation Brands","owns","Robert Mondavi wine"
"68","giant beverage conglomerate Constellation Brands","owns","Svedka vodka"
"68","giant beverage conglomerate Constellation Brands","brews","Corona"
"68","giant beverage conglomerate Constellation Brands","for","American market"
"68","CEO Rob Sands","tells","WSJ"
"69","Pasta Flyer","the","fast-food restaurant"
"69","Pasta Flyer","from","Del Posto chef Mark Ladner"
"69","Pasta Flyer","in","New York City"
"69","Pasta Flyer","for","quick-service gluten-free pasta concept"
"69","Del Posto chef Mark Ladner","launched","Kickstarter"
"69","Kickstarter","for","quick-service gluten-free pasta concept"
"69","quick-service gluten-free pasta concept","modeled after","Japanese ramen shops"
"69","Del Posto chef Mark Ladner","partner","Nastassia Lopez"
"69","Pasta Flyer","be","McDonald ’ s of pasta"
"69","Del Posto chef Mark Ladner","serving","fast food"
"70","Meat Show","to","Mandarin Oriental"
"70","Meat Show","in","Manhattan"
"70","experimental cocktail lounge the Aviary","above","Central Park"
"70","Chicago-based bar","with","Michelin background"
"70","Executive chef Dan Perretta","describes","process"
"70","host Nick Solares","dubs","best chicharron"
"70","process","behind","giant chicharron"
"70","Executive chef Dan Perretta","fell in love","classic Alinea dish"
"70","classic Alinea dish","in","Chicago"
"70","Meat Show","on","Facebook"
"71","Clubstaurants","’ s","highest-grossing independent restaurants"
"71","Clubstaurants","in","U.S"
"71","number one spot","went to","Tao"
"71","Tao","in","Las Vegas"
"71","list","features","100 top-grossing independent restaurants"
"71","seven Tao Group properties","on","list"
"71","list","by","Restaurant Business"
"71","Restaurant Business","estimated based on","public information"
"71","Restaurant Business","estimated based on","similar concepts"
"71","rankings","based on","gross 2016 food and beverage sales"
"72","Anthony Bourdain","filming","hit travel show Parts Unknown"
"72","Anthony Bourdain","creative ventures","creative ventures"
"72","Anthony Bourdain","loves","comic books"
"72","Anthony Bourdain","loves","documentaries"
"72","Anthony Bourdain","at","Zero Point Zero Production"
"72","Anthony Bourdain","venturing into","scripted entertainment"
"72","Anthony Bourdain","hinted","new scripted project"
"72","Anthony Bourdain","on","a Produced By NY panel"
"72","Anthony Bourdain","with","producing partner Lydia Tenaglia"
"72","Anthony Bourdain","on","David Simon ’ s HBO show Treme"
"73","ChefSteps","Seattle-based","Seattle-based"
"73","ChefSteps","co-founder","Grant Crilly"
"74","LeBron James","leading","Cavaliers"
"74","Cavaliers","to","NBA title"
"74","LeBron James","wanted","pizza"
"74","pizza","from","Blaze Pizza"
"74","Blaze Pizza","California-based","California-based"
"75","Alex Guarnaschelli","appear","Guild Hall"
"75","Guild Hall","in","East Hampton , N.Y"
"75","Alex Guarnaschelli","joined by","Judy Gold"
"75","Alex Guarnaschelli","joined by","Karen Bergreen"
"75","Alex Guarnaschelli","joined by","Yamaneika Saunders"
"75","Alex Guarnaschelli","deliver","Busting My Chops"
"75","Chopped","judge","Alex Guarnaschelli"
"76","Goop","founder","Gwyneth Paltrow"
"76","Gwyneth Paltrow","at","conference"
"76","conference","in","Chicago"
"76","Gwyneth Paltrow","nemesis","Martha Stewart"
"77","Foursquare","app","Swarm"
"77","list of most popular stops during a road trip","data collected","Swarm"
"77","Starbucks","tops","list of most popular stops during a road trip"
"77","Tim Horton ’ s","third place","list of most popular stops during a road trip"
"77","France","'s","Michelin Guide"
"77","America","'s","AAA magazines"
"77","Canadian","chain","Tim Horton ’ s"
"78","Nick Solares","host","Show"
"78","Eater","’ s","Show"
"78","Nick Solares","traveling to","Dallas , Texas"
"78","Knife","chef","John Tesar"
"78","John Tesar","’ s","Knife"
"78","Nick Solares","traveling to","Knife"
"78","Show","episode","Knife"
"78","Show","episode","Mu Ramen"
"78","Long Island City","'s","Mu Ramen"
"79","Elliott Shaffner","restaurant critic","Richmond Times-Dispatch"
"79","Richmond Times-Dispatch","in","Richmond , Virginia"
"79","Richmond Times-Dispatch","dismissed","Elliott Shaffner"
"79","Elliott Shaffner","plagiarism","L.A. Weekly restaurant review"
"80","Hillary Clinton","nomination for","President"
"80","State dinner","under a","Trump White House"
"80","State dinner","served","McDonald 's"
"80","Katy Perry","look just like","Paula Deen"
"80","Shake Shack 's","opening","Seoul"
"80","Eataly","open","Manhattan"
"80","Italian","megamarket","Eataly"
"81","South Korea","seeking UNESCO status","kimchi"
"81","Spain","seeking UNESCO status","tapas tradition"
"81","Italy","seeking UNESCO status","Neapolitan pizza-making"
"81","UNESCO","recognized","Summer solstice fire festivals"
"81","Summer solstice fire festivals","in","the Pyrenees"
"81","UNESCO","recognized","Korean tightrope-walking"
"81","UNESCO","recognized","Mediterranean diet"
"81","UNESCO","recognized","traditional Chinese abacus"
"82","loves","loves","curse words"
"82","Gordon Ramsay","that","food media star"
"82","Gordon Ramsay","adopts","softer tone"
"82","softer tone","to","children"
"82","Gordon Ramsay","’ s","15-year-old daughter Tilly"
"82","anyone","watched","MasterChef and MasterChef"
"82","15-year-old daughter Tilly","visit","UK chat show"
"82","Gordon Ramsay","is","F-bomb archer"
"82","F-bomb archer","turn into","cuddly pep-talker"
"83","food bloggers","to","meal"
"83","pop-up “ restaurant ”","in","London"
"83","pop-up “ restaurant ”","serving","airline food"
"83","pop-up “ restaurant ”","called","This Is How We Fly Today"
"83","pop-up “ restaurant ”","is","stunt"
"83","stunt","concocted by","Air New Zealand"
"83","Airlines","with","Maneet Chauhan"
"83","Airlines","with","Sam Choy"
"83","Airlines","with","Danny Meyer"
"83","chef/owner Magnus Nilsson","reveals","restaurants"
"84","Chicago restaurant","reinvents","new theme"
"84","Chicago restaurant","dedicated to","Hollywood"
"84","menu","tied to","movies"
"84","menu","tied to","specific film"
"84","executive chef Jenner Tomaska","shed","“ less is more philosophy. ”"
"84","hospitality","in","movie"
"84","food related scene","in","movie"
"85","Aviary","—","sister bar"
