index,s1,r,s2,label
"6","Gordon Ramsay","’ s","15-year-old daughter Tilly","1"
"6","anyone","watched","MasterChef and MasterChef","1"
"6","15-year-old daughter Tilly","visit","UK chat show","1"
"6","Gordon Ramsay","is","F-bomb archer","1"
"6","F-bomb archer","turn into","cuddly pep-talker","1"
"7","Acclaimed North Carolina chef Ashley Christensen","in","Raleigh","0"
"7","Acclaimed North Carolina chef Ashley Christensen","in","Pooleside Pie","0"
"7","Acclaimed North Carolina chef Ashley Christensen","in","Naples","0"
"7","an Instagram account","in","Raleigh","0"
"7","an Instagram account","in","Naples","0"
"7","Pooleside Pie","in","Raleigh","0"
"7","Pooleside Pie","in","Naples","0"
"7","Instagram","in","Raleigh","0"
"7","Instagram","in","Pooleside Pie","0"
"7","Instagram","in","Naples","0"
"7","Acclaimed North Carolina chef Ashley Christensen","will open","a pizzeria","0"
"7","Acclaimed North Carolina chef Ashley Christensen","will open","next year","0"
"7","a pizzeria","in","Raleigh","0"
"7","next year","in","Raleigh","0"
"7","an Instagram account","created","two days ago","0"
"7","an Instagram account","created","Pooleside Pie","0"
"7","Poole ' s","s","a member of the National 38","0"
"7","Poole ' s","s","the Southern 38","0"
"7","Diner","s","a member of the National 38","0"
"7","Diner","s","the Southern 38","0"
"7","Acclaimed North Carolina chef Ashley Christensen","s","a member of the National 38","0"
"7","Acclaimed North Carolina chef Ashley Christensen","s","the Southern 38","0"
"7","French-meets-Southern restaurant","s","a member of the National 38","0"
"7","French-meets-Southern restaurant","s","the Southern 38","0"
"7","Instagram","accounts reveals","Acclaimed North Carolina chef Ashley Christensen","0"
"7","Acclaimed North Carolina chef Ashley Christensen","conducting","pizza research","0"
"7","pizza research","in","Naples","0"
"7","pizza research","in","perhaps an indication","0"
"7","pizza research","in","Pooleside Pie","0"
"7","Naples","will go in","the direction of wetter pies","0"
"7","perhaps an indication","will go in","the direction of wetter pies","0"
"7","Pooleside Pie","will go in","the direction of wetter pies","0"
"7","the direction of wetter pies","on","wood-fired crusts","0"
"7","Pooleside Pie","has been in","the works","0"
"7","the works","at least 2015","Acclaimed North Carolina chef Ashley Christensen","0"
"7","Acclaimed North Carolina chef Ashley Christensen","eying","Neapolitan pies","0"
"7","Acclaimed North Carolina chef Ashley Christensen","eying","the get-go","0"
"7","Pooleside Pie","will join","Acclaimed North Carolina chef Ashley Christensen","0"
"7","Acclaimed North Carolina chef Ashley Christensen","s","ever-growing list of Raleigh restaurants","0"
"7","ever-growing list of Raleigh restaurants","includes","Poole ' s","0"
"7","ever-growing list of Raleigh restaurants","includes","Diner","0"
"7","ever-growing list of Raleigh restaurants","includes","( basically the flagship of the group","0"
"7","ever-growing list of Raleigh restaurants","includes","the burger","0"
"7","ever-growing list of Raleigh restaurants","includes","Chuck ' s","0"
"7","ever-growing list of Raleigh restaurants","includes","the fried chicken specialist Beasley","0"
"7","ever-growing list of Raleigh restaurants","includes","Chicken","0"
"7","ever-growing list of Raleigh restaurants","includes","Honey","0"
"7","ever-growing list of Raleigh restaurants","includes","Fox Liquor Bar","0"
"7","ever-growing list of Raleigh restaurants","includes","the elegant , hearth-centric Death","0"
"7","ever-growing list of Raleigh restaurants","includes","Taxes","0"
"7","pizzeria","open","pizzeria","1"
"7","pizzeria","in","Raleigh","1"
"7","Instagram account",",","Pooleside Pie","1"
"7","Pooleside Pie","located next to","Poole ’ s Diner","1"
"7","Poole ’ s Diner","’ s","French-meets-Southern restaurant","1"
"7","Poole ’ s Diner","’ s","member of the National 38","1"
"7","Poole ’ s Diner","’ s","the Southern 38","1"
"7","Instagram accounts","reveals","North Carolina chef Ashley Christensen","1"
"7","North Carolina chef Ashley Christensen","in","Naples","1"
"7","Pooleside Pie","join","Raleigh restaurants","1"
"8","Royal Anandpur Tea Company","on","a low-caffeine Silver Needle white","0"
"8","load","crowded parks call for","iced coffee","0"
"8","{ async","crowded parks call for","iced coffee","0"
"8","} catch","crowded parks call for","iced coffee","0"
"8","( e","crowded parks call for","iced coffee","0"
"8","// --> Sticky-hot heat","crowded parks call for","iced coffee","0"
"8","note","sold as","" iced coffee","0"
"8","the beverage","sold as","" iced coffee","0"
"8","" iced coffee","at","Joffrey 's outposts","0"
"8","" iced coffee","at","the Disney grounds","0"
"8","Too much adventure","is","nothing","0"
"8","Good old Starbucks","is","nothing","0"
"8","nothing","in","every park","0"
"8","a true iced coffee","is","your best bet","0"
"8","Royal Anandpur Tea Company","offers","a surprisingly wide range of good teas","0"
"8","a surprisingly wide range of good teas","including","four variations","0"
"8","four variations","on","green tea","0"
"8","four variations","on","a low-caffeine Silver Needle white","0"
"8","Critic Bill Addison","liked","his ti kwan","0"
"8","his ti kwan","brought","it with him","0"
"8","Critic Bill Addison","brought","it with him","0"
"8","it with him","on","a roller coaster","0"
"8","a roller coaster","got off","the ride","0"
"8","the ride","holding","his cup","0"
"8","you","need","caffeine","1"
"8","you","survive","Disney","1"
"8","Sticky-hot heat","call","iced coffee","1"
"8","crowded parks","call","iced coffee","1"
"8","iced coffee","at","Joffrey 's outposts","1"
"8","iced coffee","'s","super sweet","1"
"8","Starbucks","for","true iced coffee","1"
"8","Royal Anandpur Tea Company","offers","good teas","1"
"8","Critic Bill Addison","liked","ti kwan yin oolong","1"
"8","Royal Anandpur Tea Company","including","green tea and a low-caffeine Silver Needle white","1"
"9","the story of an all-American hunk","at","Walt Disney World","0"
"9","Avatar","infiltrates","a tribe of lanky blue aliens","0"
"9","the story of an all-American hunk","infiltrates","a tribe of lanky blue aliens","0"
"9","a tribe of lanky blue aliens","saves","extinction","0"
"9","a tribe of lanky blue aliens","romancing","the chieftain","0"
"9","a tribe of lanky blue aliens","romancing","daughter","0"
"9","extinction","romancing","the chieftain","0"
"9","extinction","romancing","daughter","0"
"9","the chieftain","is becoming","a new theme land","0"
"9","daughter","is becoming","a new theme land","0"
"9","a new theme land","at","Walt Disney World","0"
"9","the case with most major Disney attractions","will have","a corresponding theme restaurant","0"
"9","Pandora","will have","a corresponding theme restaurant","0"
"9","Walt Disney World","will have","a corresponding theme restaurant","0"
"9","Pandora","s called","Satu'li Canteen","0"
"9","a whole lot of food","in","the screen time","0"
"9","the screen time","is dedicated to","action","0"
"9","the screen time","is dedicated to","romance","0"
"9","the screen time","is dedicated to","the Disney team","0"
"9","action","has taken","the liberty","0"
"9","romance","has taken","the liberty","0"
"9","the Disney team","has taken","the liberty","0"
"9","the liberty","establishing","the Na ' vi","0"
"9","the Na ' vi","might serve at","a restaurant","0"
"9","a look","at","the menu","0"
"9","the menu","has","a " sustainable fish bowl","0"
"9","the menu","has","" " cheeseburger steamed pods","0"
"9","the menu","has","a " slow roasted sliced grilled beef bowl","0"
"9",",",",","story","1"
"9","story","of","all-American hunk","1"
"9","tribe","of","lanky blue aliens","1"
"9","all-American hunk","saves","extinction","1"
"9","Avatar",",","James Cameron ’ s blockbuster film","1"
"9","Avatar","at","Walt Disney World","1"
"9","Pandora : World","of","Avatar","1"
"9","Pandora : World","have","Satu'li Canteen","1"
"9","restaurant","called","Satu'li Canteen","1"
"10","Creating","at","New York '","0"
"10","Creating","at","high-volume Morimoto","0"
"10","the traditional Japanese confectionary","at","New York '","0"
"10","the traditional Japanese confectionary","at","high-volume Morimoto","0"
"10","the US","filled with","ice cream","0"
"10","ice cream","sold in","the freezer section of a grocery store chain","0"
"10","Creating","is","a laborious process","0"
"10","Creating","is","many chefs","0"
"10","the traditional Japanese confectionary","is","a laborious process","0"
"10","the traditional Japanese confectionary","is","many chefs","0"
"10","a laborious process","tackle","pastry chef","0"
"10","a laborious process","tackle","Natsume Aoi","0"
"10","many chefs","tackle","pastry chef","0"
"10","many chefs","tackle","Natsume Aoi","0"
"10","a hand-wrapped mochi","in","a restaurant","0"
"10","a restaurant","can seat","400 capacity","0"
"10","400 capacity","in","two runs","0"
"10","two runs","jokes","Natsume Aoi","0"
"10","two runs","jokes","the pastry chef","0"
"10","Natsume Aoi","at","New York '","0"
"10","Natsume Aoi","at","high-volume Morimoto","0"
"10","the pastry chef","at","New York '","0"
"10","the pastry chef","at","high-volume Morimoto","0"
"10","Natsume Aoi","having","mochi","0"
"10","mochi","on","her menu","0"
"10","mochi","on","one","0"
"10","her menu","adapted to","the western palate","0"
"10","one","adapted to","the western palate","0"
"10","the western palate","is","something","0"
"10","something","brings","Natsume Aoi","0"
"10","something","brings","home","0"
"10","a position","bring","something","0"
"10","a position","bring","the menu","0"
"10","something","s","Natsume Aoi","0"
"10","Mochi — pounded sticky rice","in","US","1"
"10","Mochi — pounded sticky rice","filled with","ice cream","1"
"10","Mochi — pounded sticky rice","sold in","freezer section","1"
"10","freezer section","of","grocery store chain","1"
"10","Mochi — pounded sticky rice","is","traditional Japanese confectionary","1"
"10","pastry chef Natsume Aoi","attempt","hand-wrapped mochi","1"
"10","hand-wrapped mochi","at","New York","1"
"10","pastry chef Natsume Aoi","at","Morimoto","1"
"11","Colorado-based pasta chain Noodles & Company","in","Washington","0"
"11","Colorado-based pasta chain Noodles & Company","in","D.C. " Credit and debit cards","0"
"11","Colorado-based pasta chain Noodles","has announced","a " data security incident","0"
"11","Company","has announced","a " data security incident","0"
"11","" ongoing third-party investigations","has confirmed","malware targeted locations","0"
"11","Colorado-based pasta chain Noodles & Company","has confirmed","malware targeted locations","0"
"11","malware targeted locations","in","27 states","0"
"11","malware targeted locations","in","Washington","0"
"11","malware targeted locations","in","D.C. " Credit and debit cards","0"
"11","27 states","used at","the affected locations","0"
"11","Washington","used at","the affected locations","0"
"11","D.C. " Credit and debit cards","used at","the affected locations","0"
"11","risk","involved in","this incident","0"
"11","risk","involved in","Colorado-based pasta chain Noodles & Company","0"
"11","the malware","involved in","this incident","0"
"11","the malware","involved in","Colorado-based pasta chain Noodles & Company","0"
"11","this incident","said in","a press release","0"
"11","Colorado-based pasta chain Noodles & Company","said in","a press release","0"
"11","their credit and debit cards","at","Noodles & Company locations","0"
"11","Colorado-based pasta chain Noodles & Company","is working with","the United States Secret Service","0"
"11","the United States Secret Service","investigate","this incident","0"
"11","Customers","dined at","the affected restaurants","0"
"11","Customers","dined at","between January 31 and June 2","0"
"11","the affected restaurants","should check","their bank statements","0"
"11","between January 31 and June 2","should check","their bank statements","0"
"11","Potentially compromised information","includes","cardholder name","0"
"11","Potentially compromised information","includes","card number","0"
"11","Potentially compromised information","includes","expiration date","0"
"11","Potentially compromised information","includes","CVV","0"
"11","Colorado-based pasta chain Noodles & Company","says","credit card transactions","0"
"11","credit card transactions","on","its website","0"
"11","its website","were","part of the breach","0"
"11","Noodles & Company","Colorado-based","Colorado-based","1"
"11","Noodles & Company","announced","malware","1"
"11","malware","targeted","Noodles & Company","1"
"11","Noodles & Company","locations","27 states and Washington","1"
"11","Noodles & Company","working with","United States Secret Service","1"
"11","United States Secret Service","investigate","malware","1"
"12","like","Do","movies","0"
"12","food","Do","like","0"
"12","food","Do","movies","0"
"12","movies","answered","yes","0"
"12","movies","answered","those questions","0"
"12","food","answered","yes","0"
"12","food","answered","those questions","0"
"12","yes","might enjoy","Eater","0"
"12","those questions","might enjoy","Eater","0"
"12","Eater","at","the Movies","0"
"12","Eater","at","a column","0"
"12","Eater","at","Joshua David Stein","0"
"12","Chef 's Table","awaited since","the debut of its first season","0"
"12","April","left","an open bag of IAMS","0"
"12","a dog","left","an open bag of IAMS","0"
"12","an open bag of IAMS","took in","a sort of gassy haze","0"
"12","The chefs","undo","Koyaanisqatsi","0"
"12","their stars","undo","Koyaanisqatsi","0"
"12","their poetry","undo","Koyaanisqatsi","0"
"12","enough slow-motion","undo","Koyaanisqatsi","0"
"12","Koyaanisqatsi","blurred into","one big elegiac rhapsody","0"
"12","Koyaanisqatsi","blurred into","something","0"
"12","the six episodes of the second season","savor","each episode","0"
"12","a normal person","savor","each episode","0"
"12","the spread of chefs","are","JV","0"
"12","either low-hanging fruit","following","chefs with cultish followings","0"
"12","either low-hanging fruit","following","Dan Barber","0"
"12","either low-hanging fruit","following","Francis Mallmann","0"
"12","either low-hanging fruit","following","Massimo Bottura","0"
"12","either low-hanging fruit","following","Magnus Nilsson","0"
