index,s1,r,s2
"7","longevity","isn ’ t","selling point"
"7","crank system","is","useless"
"7","mac and cheese chef","need","research"
"8","suffragettes","In","1920"
"8","suffragettes","fought","right to vote"
"8","Equal Rights Amendment","In","1972"
"8","Britney Spears","at","MTV Video Music Awards"
"8","MTV Video Music Awards","In","2001"
"8","MasterChef Junior","on","January 29 , 2016"
"8","first girl","winner","MasterChef Junior"
"9","Goop","founder","Gwyneth Paltrow"
"9","Gwyneth Paltrow","at","conference"
"9","conference","in","Chicago"
"9","Gwyneth Paltrow","nemesis","Martha Stewart"
"10","Collective Brewing Project","focuses on","funky and sour ” beers"
"10","Collective Brewing Project","released","Cup O ’ Beer"
"10","Cup O ’ Beer","brewed with","ramen noodles"
"10","Cup O ’ Beer","is","light and tart"
"10","Collective Brewing Project","is distributing","bottles"
"10","bottles","cost","$ 7"
"10","Collective Brewing Project","in","Fort Worth"
"11","Chipotle","released","chorizo"
"11","chorizo","billed as","sausage"
"11","sausage","seasoned with","cumin"
"11","sausage","seasoned with","paprika"
"11","sausage","seasoned with","chipotle"
"11","Eater NY","critics","Robert Sietsema"
"11","Eater NY","critics","Ryan Sutton"
"11","Robert Sietsema","sent","Chipotle"
"11","Ryan Sutton","sent","Chipotle"
"12","Eater","in","North America ’ s dining capitals"
"12","commenters","on","Facebook"
"12","restaurant industry","supporting","Day Without a Woman"
"12","restaurant industry","supporting","Day Without Immigrants"
"12","post-Ailes , post-Weinstein moment","in","America"
"12","post-Ailes , post-Weinstein moment","to","restaurant industry"
"12","John Besh","stepped down","amid sexual misconduct allegations"
"12","Mario Batali","stepped down","amid sexual misconduct allegations"
"12","staid James Beard Foundation","considering","policy changes"
"12","policy changes","for","awards"
"13","cannabis-infused beverages","in","select states"
"13","cannabis-infused beverages","be","lucrative industry"
"13","giant beverage conglomerate Constellation Brands","believes","cannabis-infused beverages"
"13","giant beverage conglomerate Constellation Brands","into","cannabis-infused drinks"
"13","Wall Street Journal","reports","giant beverage conglomerate Constellation Brands"
"13","giant beverage conglomerate Constellation Brands","owns","Robert Mondavi wine"
"13","giant beverage conglomerate Constellation Brands","owns","Svedka vodka"
"13","giant beverage conglomerate Constellation Brands","brews","Corona"
"13","giant beverage conglomerate Constellation Brands","for","American market"
"13","CEO Rob Sands","tells","WSJ"
"14","Gilmore Girls","is","beloved comedy-drama"
"14","Amy Sherman-Palladino","Creator","Gilmore Girls"
"15","Matthew Kang","is","Eater LA editor and host"
"15","Kristalbelli","a","high-end New York Korean barbecue establishment"
"15","Kristalbelli","offers","dry-aged and Wagyu beef"
"16","Daniel Rushing","in","Orlando"
"16","Daniel Rushing","arrested","methamphetamine possession"
"16","police","pulled over","Daniel Rushing"
"16","Daniel Rushing","leaving","7-Eleven"
"16","Florida","man","Daniel Rushing"
"17","Northeast Fremont burger bar Stanich ’ s","was","sports bar"
"17","Northeast Fremont burger bar Stanich ’ s","opening in","1949"
"17","cheeseburger","named","best burger in America"
"17","Thrillist","named","best burger in America"
"17","Northeast Fremont burger bar Stanich ’ s","closed","for good"
"17","Willamette Week story","revealed","Owner Steve Stanich"
"17","history of abusive , manipulative , and petty treatment","of","employees"
"17","history of abusive , manipulative , and petty treatment","of","family members"
"18","Chick-fil-A","at","Rider University"
"18","Rider University","nixed","fast-food chain"
"18","fast-food chain","as","on-campus dining options"
"18","on-campus dining options","because of","anti-gay history"
"18","Chick-fil-A","is","restaurant company"
"18","Chick-fil-A","focused on","food"
"18","Chick-fil-A","focused on","service"
"18","Chick-fil-A","focused on","hospitality"
"18","Chick-fil-A","represent","different backgrounds and beliefs"
"18","Chick-fil-A","represent","120,000 people"
"19","private party","hosted by","Allison Sarofim"
"19","private party","hosted by","Stuart Parr"
"19","New York","’ s","West Village"
"19","private party","theme","Prince"
"19","private party","theme","Richard Prince"
"19","Martha Stewart","stepped out","private party"
"19","Martha Stewart","on","VH1"
"19","Snoop Dogg","on","VH1"
"19","Martha Stewart","alongside","Snoop Dogg"
"20","Meadowbrook Farms Dairy","in","Clarksville , NY"
