index,s1,r,s2,label
"0","Noma","charge","dinner","0"
"0","Noma","for","dinner","0"
"0","Redzepi","on","road","0"
"0","Redzepi","on","week pop","0"
"0","Redzepi","on","Mexico","0"
"0","Redzepi","on","Redzepi","0"
"0","Redzepi","on","head","0"
"0","Redzepi","on","dinner","0"
"0","Redzepi","with","week pop","0"
"0","Redzepi","with","Mexico","0"
"0","Redzepi","with","Redzepi","0"
"0","Redzepi","with","head","0"
"0","Redzepi","with","dinner","0"
"0","Redzepi","in","Mexico","0"
"0","Redzepi","in","Redzepi","0"
"0","Redzepi","in","head","0"
"0","Redzepi","in","dinner","0"
"0","Redzepi","charge","head","0"
"0","Redzepi","charge","dinner","0"
"0","Redzepi","for","dinner","0"
"0","Copenhagen restaurant","on","road","0"
"0","Copenhagen restaurant","on","week pop","0"
"0","Copenhagen restaurant","on","Mexico","0"
"0","Copenhagen restaurant","on","Redzepi","0"
"0","Copenhagen restaurant","on","head","0"
"0","Copenhagen restaurant","on","dinner","0"
"0","Copenhagen restaurant","with","week pop","0"
"0","Copenhagen restaurant","with","Mexico","0"
"0","Copenhagen restaurant","with","Redzepi","0"
"0","Copenhagen restaurant","with","head","0"
"0","Copenhagen restaurant","with","dinner","0"
"0","Copenhagen restaurant","in","Mexico","0"
"0","Copenhagen restaurant","in","Redzepi","0"
"0","Copenhagen restaurant","in","head","0"
"0","Copenhagen restaurant","in","dinner","0"
"0","Copenhagen restaurant","charge","head","0"
"0","Copenhagen restaurant","charge","dinner","0"
"0","Copenhagen restaurant","for","dinner","0"
"0","road","with","week pop","0"
"0","road","with","Mexico","0"
"0","road","with","Redzepi","0"
"0","road","with","head","0"
"0","road","with","dinner","0"
"0","road","in","Mexico","0"
"0","road","in","Redzepi","0"
"0","road","in","head","0"
"0","road","in","dinner","0"
"0","road","charge","head","0"
"0","road","charge","dinner","0"
"0","road","for","dinner","0"
"0","week pop","in","Mexico","0"
"0","week pop","in","Redzepi","0"
"0","week pop","in","head","0"
"0","week pop","in","dinner","0"
"0","week pop","charge","head","0"
"0","week pop","charge","dinner","0"
"0","week pop","for","dinner","0"
"0","Mexico","charge","head","0"
"0","Mexico","charge","dinner","0"
"0","Mexico","for","dinner","0"
"0","Redzepi","charge","head","0"
"0","Redzepi","charge","dinner","0"
"0","Redzepi","for","dinner","0"
"0","head","for","dinner","0"
"0","chef","revealed","plans","0"
"0","chef","revealed","meals","0"
"0","chef","revealed","country","0"
"0","chef","take","meals","0"
"0","chef","take","country","0"
"0","chef","of","meals","0"
"0","chef","of","country","0"
"0","chef","sting out of","meals","0"
"0","chef","sting out of","country","0"
"0","chef","priced","meals","0"
"0","chef","priced","country","0"
"0","chef","in","country","0"
"0","plans","take","meals","0"
"0","plans","take","country","0"
"0","plans","of","meals","0"
"0","plans","of","country","0"
"0","plans","sting out of","meals","0"
"0","plans","sting out of","country","0"
"0","plans","priced","meals","0"
"0","plans","priced","country","0"
"0","plans","in","country","0"
"0","meals","in","country","0"
"0","Noma","offer","scholarships","0"
"0","Noma","offer","students","0"
"0","Noma","feed","students","0"
"0","Mexico","offer","scholarships","0"
"0","Mexico","offer","students","0"
"0","Mexico","feed","students","0"
"0","scholarships","feed","students","0"
"0","scholarship fund","allow","Mexican","0"
"0","scholarship fund","allow","students","0"
"0","scholarship fund","allow","Copenhagen","0"
"0","scholarship fund","allow","Noma","0"
"0","scholarship fund","allow","Hija","0"
"0","scholarship fund","allow","Hija","0"
"0","scholarship fund","allow","Sanchez Copenhagen","0"
"0","scholarship fund","allow","stand","0"
"0","scholarship fund","allow","Noma pastry chef Rosio Sanchez Hija","0"
"0","scholarship fund","travel","Copenhagen","0"
"0","scholarship fund","travel","Noma","0"
"0","scholarship fund","travel","Hija","0"
"0","scholarship fund","travel","Hija","0"
"0","scholarship fund","travel","Sanchez Copenhagen","0"
"0","scholarship fund","travel","stand","0"
"0","scholarship fund","travel","Noma pastry chef Rosio Sanchez Hija","0"
"0","scholarship fund","with","Noma","0"
"0","scholarship fund","with","Hija","0"
"0","scholarship fund","with","Hija","0"
"0","scholarship fund","with","Sanchez Copenhagen","0"
"0","scholarship fund","with","stand","0"
"0","scholarship fund","with","Noma pastry chef Rosio Sanchez Hija","0"
"0","scholarship fund","taco","stand","0"
"0","scholarship fund","taco","Noma pastry chef Rosio Sanchez Hija","0"
"0","scholarship fund","from","Noma pastry chef Rosio Sanchez Hija","0"
"0","Mexican","travel","Copenhagen","0"
"0","Mexican","travel","Noma","0"
"0","Mexican","travel","Hija","0"
"0","Mexican","travel","Hija","0"
"0","Mexican","travel","Sanchez Copenhagen","0"
"0","Mexican","travel","stand","0"
"0","Mexican","travel","Noma pastry chef Rosio Sanchez Hija","0"
"0","Mexican","travel","Sanchez ” Redzepi","0"
"0","Mexican","with","Noma","0"
"0","Mexican","with","Hija","0"
"0","Mexican","with","Hija","0"
"0","Mexican","with","Sanchez Copenhagen","0"
"0","Mexican","with","stand","0"
"0","Mexican","with","Noma pastry chef Rosio Sanchez Hija","0"
"0","Mexican","with","Sanchez ” Redzepi","0"
"0","Mexican","taco","stand","0"
"0","Mexican","taco","Noma pastry chef Rosio Sanchez Hija","0"
"0","Mexican","taco","Sanchez ” Redzepi","0"
"0","Mexican","from","Noma pastry chef Rosio Sanchez Hija","0"
"0","Mexican","from","Sanchez ” Redzepi","0"
"0","Mexican","de","Sanchez ” Redzepi","0"
"0","students","travel","Copenhagen","0"
"0","students","travel","Noma","0"
"0","students","travel","Hija","0"
"0","students","travel","Hija","0"
"0","students","travel","Sanchez Copenhagen","0"
"0","students","travel","stand","0"
"0","students","travel","Noma pastry chef Rosio Sanchez Hija","0"
"0","students","travel","Sanchez ” Redzepi","0"
"0","students","with","Noma","0"
"0","students","with","Hija","0"
"0","students","with","Hija","0"
"0","students","with","Sanchez Copenhagen","0"
"0","students","with","stand","0"
"0","students","with","Noma pastry chef Rosio Sanchez Hija","0"
"0","students","with","Sanchez ” Redzepi","0"
"0","students","taco","stand","0"
"0","students","taco","Noma pastry chef Rosio Sanchez Hija","0"
"0","students","taco","Sanchez ” Redzepi","0"
"0","students","from","Noma pastry chef Rosio Sanchez Hija","0"
"0","students","from","Sanchez ” Redzepi","0"
"0","students","de","Sanchez ” Redzepi","0"
"0","Copenhagen","with","Noma","0"
"0","Copenhagen","with","Hija","0"
"0","Copenhagen","with","Hija","0"
"0","Copenhagen","with","Sanchez Copenhagen","0"
"0","Copenhagen","with","stand","0"
"0","Copenhagen","with","Noma pastry chef Rosio Sanchez Hija","0"
"0","Copenhagen","with","Sanchez ” Redzepi","0"
"0","Copenhagen","with","Noma blog","0"
"0","Copenhagen","taco","stand","0"
"0","Copenhagen","taco","Noma pastry chef Rosio Sanchez Hija","0"
"0","Copenhagen","taco","Sanchez ” Redzepi","0"
"0","Copenhagen","taco","Noma blog","0"
"0","Copenhagen","from","Noma pastry chef Rosio Sanchez Hija","0"
"0","Copenhagen","from","Sanchez ” Redzepi","0"
"0","Copenhagen","from","Noma blog","0"
"0","Copenhagen","de","Sanchez ” Redzepi","0"
"0","Copenhagen","de","Noma blog","0"
"0","Copenhagen","on","Noma blog","0"
"0","Noma","taco","stand","0"
"0","Noma","taco","Noma pastry chef Rosio Sanchez Hija","0"
"0","Noma","taco","Sanchez ” Redzepi","0"
"0","Noma","taco","Noma blog","0"
"0","Noma","from","Noma pastry chef Rosio Sanchez Hija","0"
"0","Noma","from","Sanchez ” Redzepi","0"
"0","Noma","from","Noma blog","0"
"0","Noma","de","Sanchez ” Redzepi","0"
"0","Noma","de","Noma blog","0"
"0","Noma","on","Noma blog","0"
"0","Hija","taco","stand","0"
"0","Hija","taco","Noma pastry chef Rosio Sanchez Hija","0"
"0","Hija","taco","Sanchez ” Redzepi","0"
"0","Hija","taco","Noma blog","0"
"0","Hija","from","Noma pastry chef Rosio Sanchez Hija","0"
"0","Hija","from","Sanchez ” Redzepi","0"
"0","Hija","from","Noma blog","0"
"0","Hija","de","Sanchez ” Redzepi","0"
"0","Hija","de","Noma blog","0"
"0","Hija","on","Noma blog","0"
"0","Hija","taco","stand","0"
"0","Hija","taco","Noma pastry chef Rosio Sanchez Hija","0"
"0","Hija","taco","Sanchez ” Redzepi","0"
"0","Hija","taco","Noma blog","0"
"0","Hija","from","Noma pastry chef Rosio Sanchez Hija","0"
"0","Hija","from","Sanchez ” Redzepi","0"
"0","Hija","from","Noma blog","0"
"0","Hija","de","Sanchez ” Redzepi","0"
"0","Hija","de","Noma blog","0"
"0","Hija","on","Noma blog","0"
"0","Sanchez Copenhagen","taco","stand","0"
"0","Sanchez Copenhagen","taco","Noma pastry chef Rosio Sanchez Hija","0"
"0","Sanchez Copenhagen","taco","Sanchez ” Redzepi","0"
"0","Sanchez Copenhagen","taco","Noma blog","0"
"0","Sanchez Copenhagen","from","Noma pastry chef Rosio Sanchez Hija","0"
"0","Sanchez Copenhagen","from","Sanchez ” Redzepi","0"
"0","Sanchez Copenhagen","from","Noma blog","0"
"0","Sanchez Copenhagen","de","Sanchez ” Redzepi","0"
"0","Sanchez Copenhagen","de","Noma blog","0"
"0","Sanchez Copenhagen","on","Noma blog","0"
"0","stand","from","Noma pastry chef Rosio Sanchez Hija","0"
"0","stand","from","Sanchez ” Redzepi","0"
"0","stand","from","Noma blog","0"
"0","stand","de","Sanchez ” Redzepi","0"
"0","stand","de","Noma blog","0"
"0","stand","on","Noma blog","0"
"0","Noma pastry chef Rosio Sanchez Hija","de","Sanchez ” Redzepi","0"
"0","Noma pastry chef Rosio Sanchez Hija","de","Noma blog","0"
"0","Noma pastry chef Rosio Sanchez Hija","on","Noma blog","0"
"0","Sanchez ” Redzepi","on","Noma blog","0"
"0","classes","beforehand","care","0"
"0","classes","beforehand","travel","0"
"0","classes","beforehand","accommodation","0"
"0","classes","beforehand","per diem","0"
"0","classes","take","care","0"
"0","classes","take","travel","0"
"0","classes","take","accommodation","0"
"0","classes","take","per diem","0"
"0","classes","of","travel","0"
"0","classes","of","accommodation","0"
"0","classes","of","per diem","0"
"0","classes","give","per diem","0"
"0","care","of","travel","0"
"0","care","of","accommodation","0"
"0","care","of","per diem","0"
"0","care","give","per diem","0"
"0","travel","give","per diem","0"
"0","accommodation","give","per diem","0"
"0","pop","serve","dinner","0"
"0","pop","serve","month","0"
"0","pop","serve","lunch","0"
"0","pop","serve","students","0"
"0","pop","serve","two weeks","0"
"0","pop","for","month","0"
"0","pop","for","lunch","0"
"0","pop","for","students","0"
"0","pop","for","two weeks","0"
"0","pop","offer","lunch","0"
"0","pop","offer","students","0"
"0","pop","offer","two weeks","0"
"0","pop","during","two weeks","0"
"0","dinner","for","month","0"
"0","dinner","for","lunch","0"
"0","dinner","for","students","0"
"0","dinner","for","two weeks","0"
"0","dinner","offer","lunch","0"
"0","dinner","offer","students","0"
"0","dinner","offer","two weeks","0"
"0","dinner","during","two weeks","0"
"0","month","offer","lunch","0"
"0","month","offer","students","0"
"0","month","offer","two weeks","0"
"0","month","during","two weeks","0"
"0","lunch","during","two weeks","0"
"0","students","during","two weeks","0"
"0","Redzepi","gave","idea","0"
"0","Redzepi","gave","Noma","0"
"0","Redzepi","gave","Mexico","0"
"0","Redzepi","gave","try","0"
"0","Redzepi","gave","Redzepi","0"
"0","Redzepi","gave","moment","0"
"0","Redzepi","gave","project","0"
"0","Redzepi","of","Noma","0"
"0","Redzepi","of","Mexico","0"
"0","Redzepi","of","try","0"
"0","Redzepi","of","Redzepi","0"
"0","Redzepi","of","moment","0"
"0","Redzepi","of","project","0"
"0","Redzepi","been","moment","0"
"0","Redzepi","been","project","0"
"0","Redzepi","waiting for","moment","0"
"0","Redzepi","waiting for","project","0"
"0","Redzepi","have","project","0"
"0","Redzepi","gave","idea","0"
"0","Redzepi","gave","Noma","0"
"0","Redzepi","gave","Mexico","0"
"0","Redzepi","gave","try","0"
"0","Redzepi","gave","Redzepi","0"
"0","Redzepi","gave","moment","0"
"0","Redzepi","gave","project","0"
"0","Redzepi","gave","relationship","0"
"0","Redzepi","of","Noma","0"
"0","Redzepi","of","Mexico","0"
"0","Redzepi","of","try","0"
"0","Redzepi","of","Redzepi","0"
"0","Redzepi","of","moment","0"
"0","Redzepi","of","project","0"
"0","Redzepi","of","relationship","0"
"0","Redzepi","been","moment","0"
"0","Redzepi","been","project","0"
"0","Redzepi","been","relationship","0"
"0","Redzepi","waiting for","moment","0"
"0","Redzepi","waiting for","project","0"
"0","Redzepi","waiting for","relationship","0"
"0","Redzepi","have","project","0"
"0","Redzepi","have","relationship","0"
"0","Redzepi","continue fostering","relationship","0"
"0","idea","of","Noma","0"
"0","idea","of","Mexico","0"
"0","idea","of","try","0"
"0","idea","of","Redzepi","0"
"0","idea","of","moment","0"
"0","idea","of","project","0"
"0","idea","of","relationship","0"
"0","idea","of","Mexico","0"
"0","idea","been","moment","0"
"0","idea","been","project","0"
"0","idea","been","relationship","0"
"0","idea","been","Mexico","0"
"0","idea","waiting for","moment","0"
"0","idea","waiting for","project","0"
"0","idea","waiting for","relationship","0"
"0","idea","waiting for","Mexico","0"
"0","idea","have","project","0"
"0","idea","have","relationship","0"
"0","idea","have","Mexico","0"
"0","idea","continue fostering","relationship","0"
"0","idea","continue fostering","Mexico","0"
"0","Noma","been","moment","0"
"0","Noma","been","project","0"
"0","Noma","been","relationship","0"
"0","Noma","been","Mexico","0"
"0","Noma","been","opportunity","0"
"0","Noma","been","talents","0"
"0","Noma","waiting for","moment","0"
"0","Noma","waiting for","project","0"
"0","Noma","waiting for","relationship","0"
"0","Noma","waiting for","Mexico","0"
"0","Noma","waiting for","opportunity","0"
"0","Noma","waiting for","talents","0"
"0","Noma","have","project","0"
"0","Noma","have","relationship","0"
"0","Noma","have","Mexico","0"
"0","Noma","have","opportunity","0"
"0","Noma","have","talents","0"
"0","Noma","continue fostering","relationship","0"
"0","Noma","continue fostering","Mexico","0"
"0","Noma","continue fostering","opportunity","0"
"0","Noma","continue fostering","talents","0"
"0","Noma","help give","opportunity","0"
"0","Noma","help give","talents","0"
"0","Mexico","been","moment","0"
"0","Mexico","been","project","0"
"0","Mexico","been","relationship","0"
"0","Mexico","been","Mexico","0"
"0","Mexico","been","opportunity","0"
"0","Mexico","been","talents","0"
"0","Mexico","waiting for","moment","0"
"0","Mexico","waiting for","project","0"
"0","Mexico","waiting for","relationship","0"
"0","Mexico","waiting for","Mexico","0"
"0","Mexico","waiting for","opportunity","0"
"0","Mexico","waiting for","talents","0"
"0","Mexico","have","project","0"
"0","Mexico","have","relationship","0"
"0","Mexico","have","Mexico","0"
"0","Mexico","have","opportunity","0"
"0","Mexico","have","talents","0"
"0","Mexico","continue fostering","relationship","0"
"0","Mexico","continue fostering","Mexico","0"
"0","Mexico","continue fostering","opportunity","0"
"0","Mexico","continue fostering","talents","0"
"0","Mexico","help give","opportunity","0"
"0","Mexico","help give","talents","0"
"0","try","been","moment","0"
"0","try","been","project","0"
"0","try","been","relationship","0"
"0","try","been","Mexico","0"
"0","try","been","opportunity","0"
"0","try","been","talents","0"
"0","try","waiting for","moment","0"
"0","try","waiting for","project","0"
"0","try","waiting for","relationship","0"
"0","try","waiting for","Mexico","0"
"0","try","waiting for","opportunity","0"
"0","try","waiting for","talents","0"
"0","try","have","project","0"
"0","try","have","relationship","0"
"0","try","have","Mexico","0"
"0","try","have","opportunity","0"
"0","try","have","talents","0"
"0","try","continue fostering","relationship","0"
"0","try","continue fostering","Mexico","0"
"0","try","continue fostering","opportunity","0"
"0","try","continue fostering","talents","0"
"0","try","help give","opportunity","0"
"0","try","help give","talents","0"
"0","Redzepi","been","moment","0"
"0","Redzepi","been","project","0"
"0","Redzepi","been","relationship","0"
"0","Redzepi","been","Mexico","0"
"0","Redzepi","been","opportunity","0"
"0","Redzepi","been","talents","0"
"0","Redzepi","waiting for","moment","0"
"0","Redzepi","waiting for","project","0"
"0","Redzepi","waiting for","relationship","0"
"0","Redzepi","waiting for","Mexico","0"
"0","Redzepi","waiting for","opportunity","0"
"0","Redzepi","waiting for","talents","0"
"0","Redzepi","have","project","0"
"0","Redzepi","have","relationship","0"
"0","Redzepi","have","Mexico","0"
"0","Redzepi","have","opportunity","0"
"0","Redzepi","have","talents","0"
"0","Redzepi","continue fostering","relationship","0"
"0","Redzepi","continue fostering","Mexico","0"
"0","Redzepi","continue fostering","opportunity","0"
"0","Redzepi","continue fostering","talents","0"
"0","Redzepi","help give","opportunity","0"
"0","Redzepi","help give","talents","0"
"0","moment","have","project","0"
"0","moment","have","relationship","0"
"0","moment","have","Mexico","0"
"0","moment","have","opportunity","0"
"0","moment","have","talents","0"
"0","moment","continue fostering","relationship","0"
"0","moment","continue fostering","Mexico","0"
"0","moment","continue fostering","opportunity","0"
"0","moment","continue fostering","talents","0"
"0","moment","help give","opportunity","0"
"0","moment","help give","talents","0"
"0","project","continue fostering","relationship","0"
"0","project","continue fostering","Mexico","0"
"0","project","continue fostering","opportunity","0"
"0","project","continue fostering","talents","0"
"0","project","help give","opportunity","0"
"0","project","help give","talents","0"
"0","relationship","help give","opportunity","0"
"0","relationship","help give","talents","0"
"0","Mexico","help give","opportunity","0"
"0","Mexico","help give","talents","0"
"0","venture","surprising","program wasn ’ t","0"
"0","venture","surprising","plans","0"
"0","venture","surprising","Noma","0"
"0","venture","surprising","Mexico","0"
"0","venture","announced along with","plans","0"
"0","venture","announced along with","Noma","0"
"0","venture","announced along with","Mexico","0"
"0","venture","for","Noma","0"
"0","venture","for","Mexico","0"
"0","program wasn ’ t","announced along with","plans","0"
"0","program wasn ’ t","announced along with","Noma","0"
"0","program wasn ’ t","announced along with","Mexico","0"
"0","program wasn ’ t","for","Noma","0"
"0","program wasn ’ t","for","Mexico","0"
"0","plans","for","Noma","0"
"0","plans","for","Mexico","0"
"0","response","of","pop","0"
"0","response","of","prices","0"
"0","response","of","nation","0"
"0","response","of","wage","0"
"0","response","up","prices","0"
"0","response","up","nation","0"
"0","response","up","wage","0"
"0","response","in","nation","0"
"0","response","in","wage","0"
"0","criticism","of","pop","0"
"0","criticism","of","prices","0"
"0","criticism","of","nation","0"
"0","criticism","of","wage","0"
"0","criticism","up","prices","0"
"0","criticism","up","nation","0"
"0","criticism","up","wage","0"
"0","criticism","in","nation","0"
"0","criticism","in","wage","0"
"0","pop","up","prices","0"
"0","pop","up","nation","0"
"0","pop","up","wage","0"
"0","pop","in","nation","0"
"0","pop","in","wage","0"
"0","prices","in","nation","0"
"0","prices","in","wage","0"
"0","Ren é Redzepi","is","World-renowned chef","1"
"0","Noma","is","Copenhagen restaurant","1"
"0","Hija de Sanchez","a","Copenhagen taco stand","1"
"0","Hija de Sanchez","from","Sanchez","1"
"0","Sanchez","former","Noma pastry chef","1"
"1","Mary Berry","broke","world ’","0"
"1","Mary Berry","broke","heart","0"
"1","Mary Berry","broke","Mary Berry","0"
"1","Mary Berry","broke","plans","0"
"1","Mary Berry","broke","Great","0"
"1","Mary Berry","broke","Bake Off","0"
"1","Mary Berry","s","heart","0"
"1","Mary Berry","s","Mary Berry","0"
"1","Mary Berry","s","plans","0"
"1","Mary Berry","s","Great","0"
"1","Mary Berry","s","Bake Off","0"
"1","Mary Berry","announced","plans","0"
"1","Mary Berry","announced","Great","0"
"1","Mary Berry","announced","Bake Off","0"
"1","Mary Berry","leave","Great","0"
"1","Mary Berry","leave","Bake Off","0"
"1","everyone ’","broke","world ’","0"
"1","everyone ’","broke","heart","0"
"1","everyone ’","broke","Mary Berry","0"
"1","everyone ’","broke","plans","0"
"1","everyone ’","broke","Great","0"
"1","everyone ’","broke","Bake Off","0"
"1","everyone ’","s","heart","0"
"1","everyone ’","s","Mary Berry","0"
"1","everyone ’","s","plans","0"
"1","everyone ’","s","Great","0"
"1","everyone ’","s","Bake Off","0"
"1","everyone ’","announced","plans","0"
"1","everyone ’","announced","Great","0"
"1","everyone ’","announced","Bake Off","0"
"1","everyone ’","leave","Great","0"
"1","everyone ’","leave","Bake Off","0"
"1","reality television judge","broke","world ’","0"
"1","reality television judge","broke","heart","0"
"1","reality television judge","broke","Mary Berry","0"
"1","reality television judge","broke","plans","0"
"1","reality television judge","broke","Great","0"
"1","reality television judge","broke","Bake Off","0"
"1","reality television judge","s","heart","0"
"1","reality television judge","s","Mary Berry","0"
"1","reality television judge","s","plans","0"
"1","reality television judge","s","Great","0"
"1","reality television judge","s","Bake Off","0"
"1","reality television judge","announced","plans","0"
"1","reality television judge","announced","Great","0"
"1","reality television judge","announced","Bake Off","0"
"1","reality television judge","leave","Great","0"
"1","reality television judge","leave","Bake Off","0"
"1","world ’","s","heart","0"
"1","world ’","s","Mary Berry","0"
"1","world ’","s","plans","0"
"1","world ’","s","Great","0"
"1","world ’","s","Bake Off","0"
"1","world ’","announced","plans","0"
"1","world ’","announced","Great","0"
"1","world ’","announced","Bake Off","0"
"1","world ’","leave","Great","0"
"1","world ’","leave","Bake Off","0"
"1","heart","announced","plans","0"
"1","heart","announced","Great","0"
"1","heart","announced","Bake Off","0"
"1","heart","leave","Great","0"
"1","heart","leave","Bake Off","0"
"1","Mary Berry","announced","plans","0"
"1","Mary Berry","announced","Great","0"
"1","Mary Berry","announced","Bake Off","0"
"1","Mary Berry","leave","Great","0"
"1","Mary Berry","leave","Bake Off","0"
"1","plans","leave","Great","0"
"1","plans","leave","Bake Off","0"
"1","fans","are in","luck","0"
"1","fans","are in","Mary Berry","0"
"1","fans","are in","Mary Berry","0"
"1","fans","are in","return","0"
"1","fans","are in","U.S. television U.S. week","0"
"1","fans","because","Mary Berry","0"
"1","fans","because","Mary Berry","0"
"1","fans","because","return","0"
"1","fans","because","U.S. television U.S. week","0"
"1","luck","because","Mary Berry","0"
"1","luck","because","Mary Berry","0"
"1","luck","because","return","0"
"1","luck","because","U.S. television U.S. week","0"
"1","Baking Show","spin","off","0"
"1","Baking Show","spin","premieres Thursday night","0"
"1","Baking Show","spin","ABC","0"
"1","Baking Show","on","ABC","0"
"1","Bake Off","spin","off","0"
"1","Bake Off","spin","premieres Thursday night","0"
"1","Bake Off","spin","ABC","0"
"1","Bake Off","on","ABC","0"
"1","off","on","ABC","0"
"1","premieres Thursday night","on","ABC","0"
"1","ABC isn ’","inspired","version","0"
"1","time Bake Off","inspired","version","0"
"1","Baking Competition","aired for","one season","0"
"1","Baking Competition","aired for","CBS","0"
"1","Baking Competition","aired for","Great Holiday Baking Show","0"
"1","Baking Competition","aired for","Mary Berry","0"
"1","Baking Competition","aired for","judge","0"
"1","Baking Competition","aired for","ABC ABC","0"
"1","Baking Competition","on","CBS","0"
"1","Baking Competition","on","Great Holiday Baking Show","0"
"1","Baking Competition","on","Mary Berry","0"
"1","Baking Competition","on","judge","0"
"1","Baking Competition","on","ABC ABC","0"
"1","Baking Competition","in","Great Holiday Baking Show","0"
"1","Baking Competition","in","Mary Berry","0"
"1","Baking Competition","in","judge","0"
"1","Baking Competition","in","ABC ABC","0"
"1","Baking Competition","boasted","Mary Berry","0"
"1","Baking Competition","boasted","judge","0"
"1","Baking Competition","boasted","ABC ABC","0"
"1","Baking Competition","as","judge","0"
"1","Baking Competition","as","ABC ABC","0"
"1","Baking Competition","aired on","ABC ABC","0"
"1","one season","on","CBS","0"
"1","one season","on","Great Holiday Baking Show","0"
"1","one season","on","Mary Berry","0"
"1","one season","on","judge","0"
"1","one season","on","ABC ABC","0"
"1","one season","in","Great Holiday Baking Show","0"
"1","one season","in","Mary Berry","0"
"1","one season","in","judge","0"
"1","one season","in","ABC ABC","0"
"1","one season","boasted","Mary Berry","0"
"1","one season","boasted","judge","0"
"1","one season","boasted","ABC ABC","0"
"1","one season","as","judge","0"
"1","one season","as","ABC ABC","0"
"1","one season","aired on","ABC ABC","0"
"1","CBS","in","Great Holiday Baking Show","0"
"1","CBS","in","Mary Berry","0"
"1","CBS","in","judge","0"
"1","CBS","in","ABC ABC","0"
"1","CBS","boasted","Mary Berry","0"
"1","CBS","boasted","judge","0"
"1","CBS","boasted","ABC ABC","0"
"1","CBS","as","judge","0"
"1","CBS","as","ABC ABC","0"
"1","CBS","aired on","ABC ABC","0"
"1","Great Holiday Baking Show","boasted","Mary Berry","0"
"1","Great Holiday Baking Show","boasted","judge","0"
"1","Great Holiday Baking Show","boasted","ABC ABC","0"
"1","Great Holiday Baking Show","as","judge","0"
"1","Great Holiday Baking Show","as","ABC ABC","0"
"1","Great Holiday Baking Show","aired on","ABC ABC","0"
"1","Mary Berry","as","judge","0"
"1","Mary Berry","as","ABC ABC","0"
"1","Mary Berry","aired on","ABC ABC","0"
"1","judge","aired on","ABC ABC","0"
"1","success","preceded","explosion","0"
"1","success","preceded","popularity","0"
"1","success","in","popularity","0"
"1","explosion","in","popularity","0"
"1","Johnny Iuzzini","award","pastry chef","0"
"1","Johnny Iuzzini","award","s","0"
"1","Johnny Iuzzini","award","television appearances","0"
"1","Johnny Iuzzini","award","Mary Berry","0"
"1","Johnny Iuzzini","award","judge","0"
"1","Johnny Iuzzini","award","series","0"
"1","Johnny Iuzzini","winning","pastry chef","0"
"1","Johnny Iuzzini","winning","s","0"
"1","Johnny Iuzzini","winning","television appearances","0"
"1","Johnny Iuzzini","winning","Mary Berry","0"
"1","Johnny Iuzzini","winning","judge","0"
"1","Johnny Iuzzini","winning","series","0"
"1","Johnny Iuzzini","made","television appearances","0"
"1","Johnny Iuzzini","made","Mary Berry","0"
"1","Johnny Iuzzini","made","judge","0"
"1","Johnny Iuzzini","made","series","0"
"1","Johnny Iuzzini","join","Mary Berry","0"
"1","Johnny Iuzzini","join","judge","0"
