index,s1,r,s2
"9","SpongeBob SquarePants","restaurant","The Krusty Krab"
"9","IJR Capital Investments","trademark","The Krusty Krab"
"10","suffragettes","In","1920"
"10","suffragettes","fought","right to vote"
"10","Equal Rights Amendment","In","1972"
"10","Britney Spears","at","MTV Video Music Awards"
"10","MTV Video Music Awards","In","2001"
"10","MasterChef Junior","on","January 29 , 2016"
"10","first girl","winner","MasterChef Junior"
"11","The Food and Drug Administration","temporarily barring","genetically modified salmon"
"11","Washington Post","reports","The Food and Drug Administration"
"11","Congress","forbid","AquAdvantage salmon"
"11","AquAdvantage salmon","is","genetically modified salmon"
"11","AquAdvantage","parent company","AquaBounty"
"11","Panamanian regulators","fine","AquaBounty"
"11","AquaBounty","in breach","environmental laws"
"12","norovirus outbreak","linked to","New Theatre Restaurant"
"12","New Theatre Restaurant","in","Overland Park"
"12","Department of Health & Environment","state","Kan"
"12","norovirus outbreak","reported","January 17"
"12","Kansas Department of Agriculture","inspection","New Theatre Restaurant"
"13","McDonald","revealed","add mozzarella sticks to the menu"
"13","McDonald","testing","Wisconsin"
"13","add mozzarella sticks to the menu","part of","McPick 2 promotion"
"14","Mensho","unveil","chocolate ramen"
"14","Tokyo","ramen chain","Mensho"
"14","Mensho","opens in","San Francisco"
"15","President Donald Trump","’ s","inauguration cake"
"15","inauguration cake","make","headlines"
"15","Team Trump","ordered","a Washington"
"15","DC bakery","produce","replica"
"15","replica","of","President Barack Obama ’ s 2013 cake"
"15","President Barack Obama ’ s 2013 cake","created","celebrity baker Duff Goldman"
"15","Trevor Noah","at","The Daily Show"
"15","Trevor Noah","gained","inauguration cake"
"15","People","casting","votes"
"15","votes","via","Twitter hashtag # TrumpCake"
"16","Oakland chef James Syhabout","on","Hawker Fare"
"16","Hawker Fare","closing","casualty"
"16","casualty","of","real estate frenzy"
"16","Syhabout","write","book"
"16","book","about","growing up"
"16","growing up","on","Oakland block"
"16","growing up","with","Lao refugee families"
"16","Thai restaurant","become","Hawker Fare"
"16","his mom","operated","Thai restaurant"
"17","Eater","at","Movies , a column"
"17","Movies , a column","by","Joshua David Stein"
"17","Riverdale","—","home"
"17","home","of","Archie Andrews"
"17","Archie Andrews","’ s","Manichean dilemma"
"17","Archie Andrews","played by","Betty"
"17","Archie Andrews","played by","Veronica"
"17","Betty","are","strong independent women"
"17","Veronica","are","strong independent women"
"17","Archie Andrews","’ s","basic"
"18","Mexico City chef Enrique Olvera","close","fine-dining sensation Pujol"
"18","Mexico City chef Enrique Olvera","relocating","Pujol"
"18","Diners","familiar with","New York City restaurant Cosme"
"18","Mexico City chef Enrique Olvera","’ s","New York City restaurant Cosme"
"18","Mexico City chef Enrique Olvera","told","New York Times"
"18","Mexico City chef Enrique Olvera","like","not special-occasion restaurants ,"
"18","Mexico City chef Enrique Olvera","focusing","wood-fired cooking"
"18","people","come in","not special-occasion restaurants ,"
"18","people","relax","not special-occasion restaurants ,"
"18","people","have","beautiful time"
"19","Monkfish","be","sea monster"
"19","sea monster","served in","restaurants"
"19","monkfish","In","stores"
"19","Adam Geringer-Dunn","of","Fresh Catch"
"19","Adam Geringer-Dunn","of","Greenpoint Fish & Lobster Co"
"19","Adam Geringer-Dunn","brought","monkfish"
"19","monkfish","from","market"
"19","Monkfish","have","huge heads"
"19","Monkfish","attract","prey"
