index,s1,r,s2
9,McLaren,suffered,New Zealand
9,Pagani Zonda,in,Tokyo
9,Pagani Zonda,one - off,special edition
9,Zonda Zozo,delivered,Yusaku Maezawa
9,Yusaku Maezawa,founder of,the online Japanese clothing company ZozoTown
9,Pagani,s,Pagani 760 range
9,Lewis Hamilton,s,Pagani Zonda
10,Los Angeles,is the,car capital
10,city limits,contain,million people
10,city limits,within,Greater Los Angeles Area
10,Alfa Romeo,show Alfa its,Stelvio
10,Alfa Romeo,s approach to,advertisement
10,new Stelvio,for,S curves
10,Stelvio,good,BMW X
10,Stelvio,looming over,BMW X
11,Bugatti,about to reveal,"new "" model"
11,Vision Gran Turismo,one - off,video game
11,Chiron,debut in,March
11,Veyron,compared a,beached whale whale
11,Veyron,look better or worse than,Vision Gran Turismo
11,Vision Gran Turismo,it go,Veyron
12,six figures,Spending,six
12,super SUVs,such as,BMW X5 M
12,super SUVs,such,Tesla Model
12,super SUVs,such,attention
12,internal combustion,to,EV tech
12,M,will get,from 0 - 60 mph
12,M,in,4
12,doors,on,Tesla
13,General Motors,finished restoring,Corvette
13,GM ’ S Design,GM s,Mechanical Assembly Group
13,the Corvette,preserve,original components
13,the Corvette,restored,GM
14,Brabus,of,tuning companies
14,Brabus,created,Brabus 850 6.0 Biturbo G63 Widestar
14,Widestar,packs,incredible turbocharged V8 engine
14,turbocharged V8 engine,pumps out,lb - ft of torque
14,standard turbos,replaced by,larger compressor units
14,intake,fitted with,gold heat reflection
14,Brabus sport exhaust system,fitted,exhaust system
14,Brabus sport exhaust system,with,stainless steel dual - side tailpipes
14,Widestar,in,62 mph
14,Widestar,limited to,top speed
14,Brabus 850 G63 Widestart,at,Frankfurt Motor Show
15,The King,for winning,the NASCAR Championship seven times
15,racing legend,donated,Mustang
15,Mustang,fan,American culture
15,Petty,s,Mustang blue color combination
15,Petty,made famous by,Plymouth Superbird
15,Petty,complement,Petty Blue
15,special Mustang,features,performance parts
15,Mustang,fitted,Roush
15,Mustang,with,cold - air intake
15,Petty,branded,Big Brake Kit ” Willwood brakes
15,Mecum Auctions,at,Dallas Auction
16,Continental Orange Porsche 918 Spyder,with,Weissach package
16,Continental Orange Porsche 918 Spyder,popped,Porsche of San Diego
16,package,at,San Diego
16,specs,on,specs
16,Weissach package,boosts,918
16,918 wheels,with,magnesium units
16,918 wheels,with,lighter brake system
16,918 wheels,installing,chassis
16,Porsche 918 Spyder,powered,engine
16,Porsche 918 Spyder,produces,887 horsepower
16,60 mph,in,mere 2.5 seconds
17,Dodge Viper,s,future
17,Connor Avenue Assembly Plant,contract negotiations between,Fiat Chrysler
17,Connor Avenue Assembly Plant,negotiations,the United Auto Workers Union
17,the Viper,be phased out,2017
17,Challenger SRT Hellcat,is,successor
17,Carroll Shelby,consulted on,early
17,Dodge,gives,Viper
17,Phase II Viper GTS,built from,1995 through 2002
17,they,were,blue
18,aerodynamics,found,performance
18,automotive engineers,were,airplane
18,new model,feature,new aerodynamic technology
18,new model,feature,fuel economy
18,Automakers,designed,active aero systems
18,Yokohama,announced,fins
18,technology,put into,production
18,automakers,fighting,every extra mpg
18,automakers,fighting,knock off every tenth of a second possible
18,racing teams,appear,race cars
18,sidewall fins,take away from the aesthetics of,rims
19,Max Siedentopf,is,Dutch artist
19,Max Siedentopf,turns,supercars
19,Max Siedentopf,modify,tuner
19,Max Siedentopf,uses,masking tape
19,Max Siedentopf project,called,Slapdash Supercars
19,Max Siedentopf,interview,Vice
19,people,giving,custom - made supercar
19,hot hatch,with,cardboard wing
19,hot hatch,with,hood scoop
20,war,waged by,automakers
20,war,waged by,government agencies
20,Tesla,banking on,electricity
20,Tesla,banking on,electricity
20,hydrogen fuel,on,gas / electric hybrids
20,Toyota,off,battery power
20,Toyota,wants to make,hydrogen revolution happen
20,hydrogen,are,electric charging stations
20,Tesla,create,charging infrastructure
21,S - Class Coupe,expanding,Night Edition
21,Night Edition models,to debut at,Detroit Auto Show
21,distinctive radiator grille,lavished in,high - gloss black finish
21,AMG multi - spoke light - alloy wheels,feature,high - sheen rim flange
21,mirror,coated in,high - gloss black
21,S - Class Night Edition,adapted,sportier look
21,Night,come as,bodystyling
21,Night Edition ” badge,fitted,front wings
21,Night Edition,with,illuminated door sills
21,illuminated door sills,with,Mercedes - Benz lettering
21,high - gloss black finish,isn,liking
22,half,show,snow
22,of words,printed,pages
22,tread,goes,main difference
22,Summer tires,have,rubber compound
22,rubber,in,moderate to high temperatures
22,summer tires,turn,traction - free rock
22,winter tires,are,engineered
23,show,opens,press
23,show,opens,January
23,Detroit,in,North America
23,Porsche,announced,attend
23,Porsche,would n't be,Detroit Auto Show
23,Ford,revealed,2017 GT
23,2017 GT,be,Corvette
23,prototype,features,aggressive aerodynamics kit
23,prototype,features,huge rear wing
23,Corvette,will power,this
24,Mitsubishi,closed,North American factory
24,Outlander Sport,build,1988
24,Outlander Sport,with,Chrysler
24,Rivian,buy,plant
24,Rivian,plans,175 million
24,Rivian Automotive,founded in,2009
24,Rivian,developing,integrated portfolio of products
25,final box,for,trunk
25,wheel,underneath,fridge
25,80 ’ s,replacing,90 ’ s
25,Ford Taurus,of,mid 80 ’ s
25,consumers,longer afford,price
25,cars,are,Model S
26,BMW,s,M Division
26,M Division,butchering,lineup
26,Germany,s,Bimmer Today
26,BMW,both a,rear - wheel drive and all - wheel drive car
26,BMW,s line,xDrive vehicles
26,Bimmer,sends,100
26,owners,wrapped in,sleek package
26,Mercedes,did with the,AMG
26,AMG,features,a drift mode
27,Aston Martin DB4 GT,of,1960 ’ s
27,models,of,legendary grand tourer
27,Christmas,delivered,Summer 2017
27,Aston,s original,GT
27,GT Continuation,remains faithful to,1960 ’ s counterpart
27,GT,based on,ultra - rare lightweight model
27,Aston Martin,fitted,GT
27,Aston Martin,fitted,upgrades
28,Lamborghini,making,SUV
28,Urus,revealed,2012 Bejing Auto Show
28,Urus,powered,twin - turbo
28,twin - turbo,powered,600 hp
28,Lamborghini,with,design
28,Top Gear Magazine,s,Rowan
28,Top,at,Munich airport
28,camouflage,lurking,ordinary SUV
28,Volkswagen,design inspiration,Audi
28,Volkswagen family,design inspiration,Porsche Cayenne
29,panic,strip,truck drivers
29,jobs,strip,delivery drivers
29,wiped out,during,transition
29,Bloomberg,see,consolidation
29,car,set up,choice ride
29,Cars,like,Honda Accord
29,Lexus,tends to skew towards,lofty comfort
29,car,can,car
30,Hellcat engine,powers,Dodge Charger
30,Hellcat engine,powers,Challenger muscle cars
30,engine,floored,The Grand Tour
30,Jeep Wrangler,of,most capable off - roaders
30,auto,is,shop
30,Dakota Customs,from,HEMI V8 engine
30,extras,including,Walbro fuel pump
30,extras,including,Customs Dakota Customs intake and intercooler
30,cost,of,Jeep Wrangler
30,Trailcat concept,match,extra
30,Trailcat,t going to go into,production
30,Dakota Customs,no longer pass,emissions tests
31,Lamborghini Aventador SV,going to be a,limited edition thing
31,Lamborghini,planned to build exactly,600 examples
31,Aventador,sold,Geneva
31,Redline,up at,rpm
31,Redline,takes,seconds
32,stealing,in,stealing a car
32,man,breaking into,San Francisco BMW dealer
32,arrested,breaking,two cars
32,thief,smashed,parked taxi
32,police,responded,domestic violence dispute
32,police,between,man
32,thief,taken,custody
32,family,owns,break - in
33,Markus Storck,loves,Aston Martin
33,Founder,of,hi - tech bicycle maker
33,Seven,for,Aston
33,exclusive exterior finish,using,of carbon fiber
33,exclusive exterior finish,using,smooth finish
33,carbon wing badges,combine with,gloss black trim
33,Storck,project,Markus
34,Ford,debuted,LA Auto Show
34,flat - plane - frank,expect,500 hp
34,Ford,announced,Shelby
34,Ford,have,rpm
34,Shelby,have,429
35,SIN,limited to,35 units
35,mid,will produce,1000 hp
35,mounted,making,rear - wheel electric motor
35,SP - SIN,mated to,dual - clutch transmission
35,SP - SIN,mated,dual
35,carbon fiber,wrapped,slim headlights
35,car,wrapped,an intense splitter
35,car,wrapped,huge air intakes
35,mirrors,are,wheel arch - mounted wing mirrors
35,mounted wing mirrors,and,side air intakes
35,rear,home to,clear engine cover
35,rear,home to,large diffuser
35,Jennarong Muengtaweepongsa,promises a,production version
36,couple,of,BMW
36,wagon,of,891 ever
36,wagon,comes from,inline - six
36,Macao blue metallic model,complete with,turbine rims
36,Macao blue metallic model,complete,unit
36,final two,with,aluminum suspension
36,it,comes in,Frozen Silver Metallic
36,Formula,rated at,500 horses
37,Dodge,teased,Dodge Vision Gran Turismo concept car
37,Dodge,delivered,SRT Tomahawk
37,6,developed,three trims
37,SRT Tomahawk,drives,the rear wheels
37,Dodge,dubbed,variable - fin quad - stage pneumatic power unit
37,variable - fin quad - stage pneumatic power unit,releases,compressed air
37,activate aerodynamic panels,assist,braking
37,SRT Tomahawk,are,entry level S
37,SRT Tomahawk,are,racing - spec GTS - R
37,GTS - R,has a,curb weight
37,GTS - R,has,horsepower
37,X,for,horsepower
37,X,for,insane top speed
37,SRT Tomahawk,available for,download
38,BMW,calls them,Sports Activity Vehicles
38,Sports Activity Vehicles,opposed to,SUVs
38,2016,t look,tall wagon
38,front end,has,more prominent look
38,LED headlights,are,welcome touch
38,body,has,plastic cladding
38,body,has,tailgate - mounted spoiler
38,M Sport styling,Opt,package
38,Sport styling,with,Alcantara - trimmed sport seats
38,display,enjoy,Dakota leather seats
38,Driving Assistant Plus package,with,Active Cruise Control
38,Driving Assistant Plus package,with,Lane Departure Warning
38,Driving Assistant Plus package,with,electronic safety equipment
39,tank destroyer,crashes into,Porsche Cayman sports car
39,Porsche Cayman,emerged,Cayman
39,Porsche,escaped,scratch
39,China,city of,Congqing
39,tank destroyer,bright,Cayman
39,tank destroyer,s,lack of turn signals
39,100 millimeter cannon,equipped with,monstrous 100
39,monstrous 100 millimeter cannon,used to destroy,enemy tanks
40,ballsy,drive,drive them around
40,Pontiac Fiero,for,fake supercar transformation needs
40,Testarossa,on,Miami Vice
41,Aston Martin,at,Martin Vantage
41,Aston Martin,ultimate culmination,Vantage
41,Porsche,owns the rights,Vantage
41,planned units,all,planned units
41,AM,added,carbon - fiber wide body kit
41,AM,added bits,modified bumpers
41,AM,added,fenders
41,Vantage,weighs,220 lbs
41,less,than,Vantage
42,Caped Crusader,for,Dubai - based dealer
42,Propane tanks,enable,rear
42,Propane tanks,out,rear
42,Propane tanks,sits on,Hoosier tires
42,Other features,include,LED headlights
42,Other features,include,multiple cameras
42,GTR Motors,in,sale
43,BMW,on sale,2014
43,BMW,will build,hybrid sports car
43,BMW,s,anniversary
43,t,t be,M car
43,Auto Auto Express engineers,showcase,"i "" division"
43,drivetrain,consists of,three - cylinder gasoline engine
43,drivetrain,consists,electric motor
43,electric motor,with,357 hp
43,four - banger,testing,300 hp
43,four - banger,with,300 hp
43,engine,weight,unpainted carbon - fiber body panels
43,car,feature,stripped - out interior
43,BMW,has,A hardcore
44,Audi,at,Geneva Motor Show
44,Audi,find that,crushing power
44,Audi,find,tremendous driving experience
44,Audi Exclusive,presenting,incredible
44,Audi Exclusive full leather package,featuring,Havana Brown leather
44,Audi Exclusive full leather package,featuring,Piano Black finish
44,Audi Exclusive,featuring,black contrast stitching
44,car,on display at,Audi Forum Neckarsulm
45,Goodwood Festival of Speed,in,"West Sussex , England"
45,brands,bringing,Corvette
45,GM,phasing,Chevrolet
45,new C7 Corvette,from,Cadillac dealer
45,2015 Goodwood Festival of Speed,happen,June
46,drive roadster,was,import fans
46,Honda,filed,Honda
46,Honda,with,US Patent
46,renderings,similar to,smaller body
46,smaller NSX,added to,Honda line up
46,car,be,mid - engine vehicle
47,Bugatti,reputation,most pristine vehicles
47,Bugatti,a work,of art
47,Bugatti,has,engine
47,single engine,build,single engine
47,Bugatti,refined,vehicles
47,concept,would bear,Bugatti logo
47,Yacht,introduced,French hypercar
47,Fraser Leid,not directly commissioned,Bugatti
47,Buyachti,cues from,Bugatti Type 57
48,Bugatti,launched,Legend series
48,Meo Constantini,named after,head
48,Deals on Wheels,priced at,million AED
48,Meo Constantini,features,Type 35 Bugatti
48,aluminum plate,pays tribute to,Targa Florio
48,quad - turbocharged W16 engine,rated at,hp
49,sucker,weighs,lbs
49,twin - turbo,producing,621 hp
49,twin - turbo,producing,738 lb - ft of torque
49,Lieberman,s,Bentleys
49,Pagani Huayra,competitors are,Bentleys
50,Put,ing,phone
50,Motorcyclist,approaching,red light
50,LA,recorded from,helmet - mounted camera
50,Ayres,knocked off,concussion
51,McLaren,is,hot hypercar
51,customized,spot,customized McLarens
51,McLaren P1 spotted,in,London
51,McLaren P1 spotted,example of,customized hypercar
51,chrome wrap,surrounds,of extra detail
51,sweet chrome rims,make,wheels
52,1971 Chevrolet Monte Carlo,has,six - figure price tag
52,71 Monte Carlo,done,"Guru "" Hollywood movie car"
52,Monte Carlo,for,Fast and Furious
52,Dennis McCarthy,made for,Dennis McCarthy
52,Eleanor Mustang,from,auction
52,The Monte Carlo,has,350
52,Universal Pictures,will no longer sell,movie cars to the public
53,Ford,kicking,ass
53,Mustang,outselling,Chevy Camaro
53,Dodge Challenger,with,cars sold
53,Ford,introduced,new Mustang
53,Chevy Camaro,bowed at,Camaro Isle
53,Mustang,prefer,big V8 counterpart
54,Bentley,adding,Bentayga
54,report,from,Autocar
54,EXP 10 Speed 6 concept,shown off at,Geneva motor show
54,Bentley,choose,one
54,Bentley,still a,small company
54,Bentley,want,EXP 10 Speed 6
54,smaller SUV,make more,smaller SUV
54,world,shortage of,two - seat luxury sports cars
55,Supercar tuning firms,want to watch,Supercar tuning firms
55,Vitesse | AuDessus,offer,carbon - fiber packages
55,Vitesse,for,Bugatti Veyron
55,AuDessus,for,Ferrari LaFerrari
56,Ferrari 458 Speciale,wrecked on,Nurburgring
56,world,let out,a sigh
56,owner,of,458
56,The Dead Ferrari,made,team
56,Dead The Dead Ferrari,a,daily driver
56,repaired Ferrari,for,month free of charge
56,people donate,to,project
56,donors,at,Nurburgring
57,Riva,by,two V8 engines
57,engine,into,Lamborghini production car
57,twin,s top speed of,40 knots
57,No sale price,afford,sale price
58,Hemi engines,original,Mopar Mopar cars
58,Mopar,owners,fabrication specialists
58,engine,contains,OEM parts
58,Graveyard Carz,premieres,Velocity
58,Velocity,re - airing,five episodes
58,Season 3,beginning,11 : 00 am EST
58,Graveyard Carz,about,video
59,Subaru Tecnica International,Unveiled,Japan
59,four - pot,continuing to pack,STI - tuned suspension
59,four,come with,damping
59,Brembo brakes,housed in,black 18-inch rims
59,Brembo brakes,housed,specially - tuned Vehicle Dynamics Control
59,body,upgraded,under spoiler
59,body,upgraded,bumpers
59,body,upgraded,front fender
59,BRZ tS STI,limited to,300 units
59,BRZ tS STI,available in,Sunrise Yellow
60,The Fast and the Furious,debuted,2001
60,The Fast and the Furious,earned,4 billion worldwide
60,Vin Diesel,success,Furious 7
60,Fast,at,Universal Studios Hollywood
60,Torretto,of,LA
61,Ferdinand Piech,assumed,Porsche
61,chairman,of,the board
61,board,control,Volkswagen
61,Martin Winterkorn Martin Winterkorn,resigned,chairman
61,VW,personally ousted,VW CEOs
62,Vette,announced,Edition
62,special edition,modeled after,endurance racer
62,Corvette,s,yellow racing livery
62,Edition,get,Performance Package
62,Michelin Pilot Super Sport Cup 2,includes,carbon ceramic brakes
62,Michelin Pilot Super Sport Cup 2 tires,includes,carbon ceramic brakes
62,Michelin Pilot Super Sport Cup 2,includes,front
62,Chevrolet,yet to announce,500 of
63,China,filled with,bizarre custom cars
63,China,s,craftsmen
63,helicopter car,called,China ’ s Dream
63,massive cabin,has,air conditioning
64,sales,sales,Ford Mustang
64,Chevy,outselling,Ford Mustang
64,Reuss,Speaking,New York Auto Show
65,next US president,than,Hillary Clinton
65,Oval Office,given,presidential limousine
65,vehicle,known as,The Beast
65,pound vehicle,with,five - inch thick
65,Cadillac,competition,next presidential limo
65,Lincoln,t be in,running
65,Mark Fields,told,Ford CEO
65,Mark Fields,told,Detroit News
65,specific reason,No,specific reason
65,Continental Concept,turned into,The Beast : Part 2
66,Top Gear website,of,Jeremy Clarkson
66,contract,t renewed,BBC
66,images,appears,Top Gear Middle East
67,TV commercial,comes,someone
67,Some,find,funny
67,BMW,controversy,commercial
67,couple,driving,to
67,CEO of the National Council for Behavioral Health,wrote to,BMW
67,BMW,responded to,AdFreak
67,ad,intended to spoof,horror movie
67,ad,run out,ad - buy rotation
68,Scion,launching the,FR - S
68,Scion,launching the,BRZ twins
68,Miata Mazda,didn ’ t build,small rear seat
68,sales,t,many sports coupe fans
68,Chevrolet,with,Code
68,Chevrolet,with,IDx
68,Nissan,given up,case
68,Code,become,Chevelle
69,RM,stands for,Racing Midship
69,Hyundai Hyundai,off in,Busan
69,turbo four,good for,296 horsepower
69,turbo four,for,282 lb - ft of torque
69,Veloster,in at,seconds
69,the Veloster,designed for,straight - line speed
69,aluminum spaceframe,paired with,carbon - fiber body panels
69,hatchback,described,a true concept car
69,Hyundai,hopes to save,Veloster
70,Dodge,let,Chevrolet
70,Dodge,offer up,Corvette
70,new aero kit,with,carbon fiber elements
70,Corvette,pumps out,650 hp
70,Corvette,pumps out,650 hp
70,Corvette,own,body
70,track animals,prevail,Which
71,pictures,wearing,aggressive body kit
71,pictures,wearing,multiple aerodynamic components
71,Mercedes - AMG,powered,engine
71,standard model,will deliver,469 hp
71,standard model,will deliver,479 lb - ft of torque
71,Coupe,pump out,516 lb - ft
71,the front end,identical to,large intakes
71,the front end,identical,large intakes
71,front end,featuring,angry
71,rear,retains,quad exhaust
71,rear,retains,carbon fiber spoiler
72,Back to the Future Part II,keeping an eye on,Lexus Hoverboard
72,The,The automaker,teaser video
72,The,automaker s,fourth
72,Ross McGouran,give the,board spin
72,the skater,trouble keeping his,skater
72,insulated core,featuring,superconducting blocks
72,reservoirs,of,nitrogen
72,track,of,magnets
72,superconductor,causes,superconductor
72,hoverboard,less,legit
72,Lexus,selling in,comments
73,AMG,ignores,biturbo V12 engines
73,wild models,as,SLS AMG
73,AMG,take,fuel
73,BMW,begun working with,hybrids
73,BMW,working,hybrids
73,AMG customers,want,sportiest performance option
73,AMG,expecting,hybrid GT
73,torque boost,at,zero RPM
73,torque boost,at,horsepower
74,it,shooting brake,three - door body style
74,Ferrari FF,predated,1974 Turin Motor Show
74,Pininfarina,s first,concept car
74,idea,with,minimum drag coefficient
74,designers,managed,low air resistance
74,Ferrari BB,s,flat 12
74,vintage photos,showing off,CR 25
75,Nissan Skyline GT,importing,JDM
75,pricing,isn,forever
75,hype,dies,year
75,import ban,be lifted,2018
76,Legend 2,appeared,Fab Fours
76,"Fab Fours "" Legend",appeared on,Jay Leno 's Garage
76,series,features,Baja Claw tires
76,latest,features,extended wheelbase
76,series,features,doorless side panels
76,integrated grille,equipped,extra clearance
76,hp GM crate,comes courtesy of,480 hp GM
76,trail,worthy of,Legend 2
77,Porsche Cayenne,launched,2002
77,Cayenne,brought in,millions upon millions
77,Cayenne,brought in,millions
77,competing brands,from,Bentley
77,competing brands,from,Rolls - Royce
77,brands,have,Jaguar
77,SUVs,from,Maserati
77,Aston Martin,planning a,crossover
77,Porsche,raking in,crossovers
77,SUVs,bring,CUVs
78,Jeremy Clarkson,on,Top Gear
78,Top Gear,on,BBC
78,new show,on,Amazon Prime
78,Hennessey Hennessey,it,for sale
78,Jeremy Clarkson,s,covered ass
78,Jeremy Clarkson,in,driver
78,Hennessey,tinkered with,VelociRaptor Jezza
78,supercharger system,increase,626 hp
78,0 - 60 mph,happens in,seconds
78,features,include,high flow air induction
78,features,include,Magnaflow CatBack exhaust
79,2014 FT-1 Concept,serve,Supra
79,2014 FT-1 Concept,serve as the,the Supra
79,next Supra,its,Honda / Acura NSX
79,Javier Oquendo Design,equipped,massive rear wing
79,Javier Oquendo Design,has,flared wheel arches
79,Javier Oquendo Design,equipped,massive aftermarket wheels
79,Super GT Supra,ready to take,Super GT Supra
79,Super GT Supra,ready to take on,Japanese racing
80,Ford Mustang,has,Ford Mustang
80,Ford Mustang,has,muscle
80,Holden,no immediate plans,Mustang
80,Australia,need of,American muscle car
80,Fiat,hinted,Australia
80,Charger,considered,Australia
