index,s1,r,s2
32,thief,smashed into,parked taxi
32,taxi driver,sleeping inside,taxi driver
32,police,responded to,domestic violence dispute
32,police,between,man
32,family,owns,dealership
33,Markus Storck,loves,Aston Martin
33,exclusive exterior finish,using,layers of carbon fiber
33,exclusive exterior finish,using,smooth finish
33,carbon wing badges,combine with,logos
33,machined carbon wing badges,combine with,gloss black trim
34,Ford,debuted,LA Auto Show
34,Ford,for,Detroit
34,flat,expect output,400 lb - ft of torque
34,Ford,announced,"526 hp at 7,500 rpm"
34,Ford,have,429 lb - ft of torque at
35,Las Vegas - based PSC Motors,revealed,upcoming hybrid hypercar
35,upcoming hybrid hypercar,designed by,old Thai
35,SIN,will,production run
35,mid - mounted,will produce,1000 hp
35,mounted,making,700 hp
35,SP - SIN,be mated to,dual - clutch transmission
35,carbon fiber,wrapped in,stunning design
35,car,wrapped in,intense splitter
35,carbon fiber,wrapped,huge air intakes
35,wheel,noticeable are,wheel arch
35,The rear,home to,clear engine cover
35,Jennarong Muengtaweepongsa,promises a,production version
36,super sedan,built up,pristine BMW
36,super sedan,cash in on,German
36,authentic,launched,inline - six
36,It,comes with,miles
36,pair,like,sedans
36,wagon,one of,891 ever
36,Macao blue metallic model,powers,turbine rims
36,Macao blue metallic model,boasts,unit
36,final two,with,Imola Red
36,it,comes in,Frozen Silver Metallic
36,Formula,rated at,500 horses
37,Dodge,teased,Dodge Vision Gran Turismo concept car
37,Dodge,delivered,full
37,three trims were,developed for,Gran Turismo 6
37,concept,show,concept
37,SRT Tomahawk,planned,year
37,SRT Tomahawk,drives,rear wheels
37,Dodge,dubbed,variable - fin quad - stage pneumatic power unit
37,variable - fin quad - stage pneumatic power unit,releases,compressed air
37,aerodynamic panels,assist with,braking
37,SRT Tomahawk,are,entry level S
37,SRT Tomahawk,are,racing - spec GTS - R
37,SRT Tomahawk,drops,horsepower
37,GTS - R,has,pounds
37,X,good for,horsepower
37,SRT Tomahawk,will be available for,download
38,BMW,calls them,Sports Activity Vehicles
38,Activity Vehicles,opposed to,SUVs
38,them,sell,lot of them
38,front end,has,more prominent look
38,LED headlights,are,welcome touch
38,body,has,additional plastic cladding
38,body,has,tailgate - mounted spoiler
38,M Sport styling,Opt for,package
38,lightweight alloy wheels,get,lightweight alloy wheels
38,interior itself,is,solid improvement
38,display,enjoy,Dakota leather seats
38,Plus package,with,heads - up display
38,Driving Assistant Plus package,with,Control
38,Driving Assistant Plus package,with,Lane Departure Warning
39,tank destroyer,accidentally crashes into,tiny yellow Porsche Cayman sports car
39,Porsche Cayman,emerged from,accident
39,passengers,escaped without,scratch
39,accident,of,Congqing
39,tank destroyer,wanted,side of
39,tank destroyer,s,lack of turn signals
39,100 millimeter cannon,can be used to destroy,enemy tanks from long
39,one,destroyed,Porsche
40,replica,seen,"aka fake , Ferraris"
40,them,suck,to drive them around
40,donor cars,can range,Corvette
40,donor cars,range,Toyota MR2 Spyder
40,Pontiac Fiero,for,fake supercar transformation needs
40,10 replica,re,Ferraris
41,Aston Martin,at,Geneva
41,Aston Martin,unveiled,track - tuned V12-engined supercar
41,Porsche,owns the rights to,name
41,units,all,100 planned units
41,AM,added,aggressive carbon - fiber wide body kit
41,AM,added,modified
41,Vantage,weighs about,220 lbs
42,Batman,get yourself a,Batmobile
42,Caped Crusader,drove is up for sale with,Dubai - based dealer
42,Tumbler wannabe,Priced,500 hp
42,Propane tanks,enable,Propane
42,Propane tanks,sits on,Hoosier tires
42,Other features,include,LED headlights
42,features,include,multiple cameras dotted
42,GTR Motors,sale at,Dubai
43,BMW,on sale in,2014
43,BMW,powerful version,sports car
43,Officials,from,M division
43,Auto Auto,version of,Auto
43,Auto Auto Express engineers,from,"i "" division"
43,drivetrain,consists of,three - cylinder gasoline engine
43,drivetrain,with,electric motor
43,engineers,testing,over 300 hp
43,car,feature,engine
43,car,feature,stripped - out interior
43,BMW,has,A hardcore
44,Audi,presented,new
44,Audi,at,Geneva Motor Show
44,Audi,find,crushing power
44,Audi,find,tremendous driving experience
44,Audi Exclusive,is presenting,incredible
44,Audi Exclusive full leather,featuring,Havana Brown leather
44,Audi Exclusive full leather package,featuring,Piano Black finish
44,car,on display at,Audi Forum Neckarsulm
45,Goodwood Festival of Speed,in,West Sussex
45,Chevrolet,are,Corvette
45,GM,phasing,of Europe
45,new C7 Corvette,buy,no forced induction
45,2015 Goodwood Festival of Speed,happen from,June 26
46,sporty little rear - wheel drive roadster,was,import fans
46,the car,discontinued in,2009
46,Honda,filed,US Patent office
46,renderings,similar to,smaller body
46,smaller NSX,added to,Honda line up
46,car,has,fresh modern styling
46,Honda,new,Honda patent rendering
47,Bugatti,carved out,most pristine vehicles in
47,Bugatti,practically a,work of art
47,Bugatti,has,engine
47,Bugatti,takes,Bugatti
47,Bugatti,comes to,producing vehicles
47,concept,bear,Bugatti logo
47,Fraser Leid,not directly commissioned by,Bugatti
47,Buyachti,takes cues from,Bugatti
48,Bugatti,end,limited run
48,Meo Constantini,named after,head of Bugatti ’ s factory race team
48,Deals on Wheels,for sale with,Dubai dealer
48,Meo Constantini,painted,Type 35 Bugatti
48,interior,equipped,leather trim
48,quad - turbocharged W16 engine,rated at,hp
49,sucker,weighs,lbs
49,twin - turbo,producing,621 hp
49,twin - turbo,producing,738 lb - ft of torque
49,Motor,s,Jonny
50,Ayres,knocked off,fractures
50,Ayres,a,concussion
50,BMW driver,knock into,biker
51,McLaren,is,hot hypercar
51,McLaren,is,masterpiece
51,asthetic customizations,necessary on,customized McLarens
51,McLaren P1 spotted,in,London
51,sweet orange accent lines,add,layer of extra detail
51,chrome rims,are,body color
51,style,gets,style
52,1971 Chevrolet Monte Carlo,has,six - figure price tag
52,Dennis McCarthy,done by,71
52,Dennis McCarthy,for,Fast and Furious : Tokyo Drift
52,Dennis McCarthy,calls,Dennis McCarthy
52,Eleanor Mustang,from,1 million
52,Monte Carlo,has,350
52,Universal Pictures,will no longer sell,movie cars
52,Photos,drop,eBay
53,Ford,has,accomplishment
53,Mustang,outselling the,Chevy Camaro
53,Dodge Challenger,Dodge third with,cars sold
53,Ford,introduced,new Mustang
53,Chevy Camaro,bowed at,Camaro Isle
53,new Mustang,prefer,big V8 counterpart
54,Bentley,adding,SUV
54,new report,from,Autocar
54,EXP 10 Speed 6 concept,shown off at,Geneva motor show
54,Autocar,says,decision
54,Bentley,boss,one
54,Bentley,is still a,small company
54,Bentley,want the,EXP 10 Speed 6
54,world,has,two - seat luxury sports cars
55,Supercar tuning firms,want to watch,Supercar tuning firms
55,Vitesse | AuDessus,revealed,full carbon - fiber packages
55,Vitesse | AuDessus,plans,Bugatti Veyron
55,inch of it,in,rare
56,Ferrari 458 Speciale,wrecked on,Nurburgring
56,world,let out,a sigh
56,owner,of,wrecked 458
56,The Dead Ferrari,made,helpful video
56,Dead The Dead Ferrari,see,photo
56,repaired Ferrari,for,month free of charge
56,people,donate to,project
56,donors,invite,Nurburgring
57,Riva Aquarama Riva,was ordered by,car connections
57,Riva,by,engines
57,We,covered,We Touring Icons ” series
57,engines,good for,48 knots
58,Hemi engines,from,Mopar Mopar cars
58,Graveyard Carz Carz,owners,fabrication specialists
58,Carz Carz,bring,mechanical wizards
58,engine,contains only,OEM parts and
58,Graveyard Carz,premieres,Velocity
58,Velocity,re - airing,five episodes
58,episodes,beginning,11 : 00 am EST
58,show details,available,official website
58,Graveyard Carz,all about,video
59,Subaru,Unveiled,Japan
59,four - pot,continuing to pack,punch
59,four - pot,continuing to pack,revised damping
59,four,with,flexible front draw
59,Brembo brakes,housed in,black 18-inch rims
59,Brembo brakes,housed,specially - tuned Vehicle Dynamics Control
59,body,upgraded with,under spoiler
59,body,upgraded with,bumpers
59,body,upgraded,bucket
59,BRZ tS STI,limited to,300 units
59,BRZ tS STI,from,Black Silica
60,Fast and the Furious,debuted in,2001
60,Furious,earned,4 billion worldwide
60,Universal Studios,wants to keep,money
60,Supercharged,Presenting,Universal
60,Supercharged,at,Universal Studios Hollywood
60,moves,s,kids ’ ride
61,old grandson,assumed,old grandson
61,Porsche,control,Piech
61,Martin,resigned as,Piech
61,yeah,awkward at,dinner
62,Vette,than,Edition
62,special edition,modeled after,endurance racer
62,Corvette,s,yellow racing livery
62,Edition,get the,Performance Package
62,Michelin Pilot Super Sport Cup 2,includes,carbon
62,carbon fiber hood,is,carbon fiber hood
62,bad boys,will be made,500
63,China,filled with,bizarre custom cars
63,China,s,craftsmen
63,helicopter,offering is,China ’ s Dream
63,Chinese,dream of flying,cars
63,massive,has,cabin
64,sales,sales of,Ford Mustang
64,Chevy,intends for,Ford Mustang
64,Reuss,Speaking to,Fox
64,Camaro,handling than,Ford Mustang
65,Oval Office,given,new presidential limousine
65,vehicle,known as,The Beast
65,President Obama,with,"five - inch thick , bullet - proof protective armor"
65,Cadillac,going to have,next presidential limo
65,Lincoln,t,running
65,Ford CEO Mark Fields,told,The Detroit News
65,Continental Concept,turned into,The Beast : Part 2
66,Top Gear,removed,website
66,Top,of,Clarkson
66,The Stig,remains on,top banner
66,contract,isn ’ t renewed by,BBC
67,TV commercial,comes along,TV commercial
67,Some,find it,funny
67,BMW,is,commercial
67,commercial,may get bounced from,NCAA men ’ s basketball tournament telecasts
67,ad,for the,new
67,of the National Council for Behavioral Health,wrote to,BMW
67,BMW,responded to,AdFreak
67,ad,intended to spoof,horror movie
67,ad,to run out of,BMW ad - buy rotation
67,BMW,go,sensitive
68,Scion and Subaru,launching the then,RWD
68,Scion,launching the,BRZ twins
68,fixed hardtop MX-5 Miata Mazda,didn ’ t build,small rear seat
68,sales,t,sports coupe fans
68,Nissan,with,IDx
68,Nissan,make,business case
68,volumes,of,those things
68,Code,become,Chevelle
69,RM,off in,Racing Midship
69,turbo four,pack,296 horsepower
69,the Veloster,designed for,seconds
69,aluminum spaceframe,paired with,carbon - fiber body panels
69,hatchback,described as,a true concept car
69,Hyundai,hopes to save,Veloster
70,Dodge,loose,Corvette
70,aero kit,with,carbon fiber elements
70,new aero kit,with,enhanced suspension
70,Corvette,pumps out,Corvette
70,Corvette,pumps out,650 lb - ft
71,pictures,show,aggressive body kit
71,pictures,wearing,multiple aerodynamic components
71,Coupe,powered by,Mercedes - AMG
71,standard model,will deliver,469 hp
71,standard model,deliver,ft of
71,the front end,identical to,large intakes
71,the front end,identical to,angry - looking bumper
71,rear,retains,taillights
71,rear,retains,prominent diffuser
72,Back to the Future Part II,keeping an eye on,Lexus Hoverboard
72,The,automaker,teaser video
72,The,s,fourth
72,Ross McGouran,give,board
72,the skater,trouble keeping his,skater
72,automaker,has,automaker
72,insulated core,featuring,superconducting blocks
72,reservoirs,put inside,liquid nitrogen
72,level,sits,magnets
72,superconductor,causes,superconductor
72,Lexus,is selling in,comments
73,AMG,ignores,fuel economy
73,wild models,such as the,gull - winged SLS AMG
73,AMG,will take,fuel economy
73,BMW,begun working with,2020
73,AMG,want the,sportiest performance option available
73,hybrid GT S,thought of a,AMG
73,torque boost,at,zero RPM
74,Ferrari FF,premiered at,1974 Turin Motor Show
74,Ferrari FF,s first,concept car
74,idea,have,minimum drag coefficient
74,designers,use,wind tunnel
74,Ferrari BB,s,flat 12
74,vintage photos,showing off,CR 25
75,few more years,wait,years
75,import ban,will be lifted in,2024
75,import ban,lifted,respectively
76,The Legend 2,is a,constructed
76,The Legend 2,with,show
76,The Legend 2,is also,incredible rock climbing performer
76,Legend 2,appeared on,Jay Leno 's Garage
76,series,features,Baja Claw tires
76,series,features,extended wheelbase
76,Power,comes courtesy of,480 hp GM crate
77,Porsche Cayenne,launched,2002
77,SUVs,want,"Bentley , Rolls - Royce"
77,brands,from,Royce
77,Aston Martin,is planning a,crossover
77,Porsche,raking in huge profits with,crossovers and SUVs
77,SUVs / CUVs,bring in,dough
78,Jeremy Clarkson,on,Top Gear
78,Top Gear,on,BBC
78,Clarkson - Top Gear,host,Amazon Prime
78,Top Gear,in,Vancouver
78,Hennessey Hennessey,put it,sale
78,Hennessey Performance,tinkered with,truck
78,supercharger system,helps increase output to,626 hp
78,0 - 60 mph,happens in,seconds
78,features,include,fuel injector upgrade
78,features,include,high flow air
79,2014 FT-1 Concept,confirmed,design basis
79,next Supra,cousin,Toyota - BMW collaboration
79,Javier Oquendo Design,dressed,Super GT
79,Javier Oquendo Design,equipped,Castrol
79,Javier Oquendo Design,equipped,flared wheel arches
79,Super GT Supra,ready to take on,Japanese racing wars
80,Ford Mustang,making,Mustang
80,Holden,ending,2016 Chevrolet Camaro Down
80,enthusiasts,like,car
80,Australia,in need of,another American muscle car
80,the Challenger,considered for,Charger
